ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2024-11,TRN,파워트레인,38,0.6,low,0
2024-11,TRN,전장/배터리,31,0.5,low,0
2024-11,TRN,커넥티드/SW,23,0.4,low,0
2024-11,TRN,바디/내장,40,0.6,low,0
2024-11,TRN,샤시/조향,30,0.5,low,0
2024-11,TRN,안전/ADAS,15,0.2,low,0
2024-11,TRN,인포테인먼트,32,0.5,low,0
2024-11,TRN,공조,21,0.3,low,0
2024-11,TRN,기타,25,0.4,low,0
2024-11,VST,파워트레인,42,0.6,low,0
2024-11,VST,전장/배터리,34,0.5,low,0
2024-11,VST,커넥티드/SW,25,0.4,low,0
2024-11,VST,바디/내장,40,0.6,low,0
2024-11,VST,샤시/조향,29,0.4,low,0
2024-11,VST,안전/ADAS,19,0.3,low,0
2024-11,VST,인포테인먼트,37,0.5,low,0
2024-11,VST,공조,22,0.3,low,0
2024-11,VST,기타,27,0.4,low,0
2024-11,AUR,파워트레인,12,0.6,low,0
2024-11,AUR,전장/배터리,11,0.5,low,0
2024-11,AUR,커넥티드/SW,8,0.4,low,0
2024-11,AUR,바디/내장,11,0.5,low,0
2024-11,AUR,샤시/조향,9,0.4,low,0
2024-11,AUR,안전/ADAS,5,0.2,low,0
2024-11,AUR,인포테인먼트,11,0.5,low,0
2024-11,AUR,공조,7,0.3,low,0
2024-11,AUR,기타,9,0.4,low,0
2024-11,MRD,파워트레인,25,0.6,low,0
2024-11,MRD,전장/배터리,22,0.5,low,0
2024-11,MRD,커넥티드/SW,16,0.4,low,0
2024-11,MRD,바디/내장,28,0.7,low,0
2024-11,MRD,샤시/조향,20,0.5,low,0
2024-11,MRD,안전/ADAS,10,0.2,low,0
2024-11,MRD,인포테인먼트,23,0.5,low,0
2024-11,MRD,공조,14,0.3,low,0
2024-11,MRD,기타,17,0.4,low,0
2024-11,NOV,파워트레인,20,0.6,low,0
2024-11,NOV,전장/배터리,17,0.5,low,0
2024-11,NOV,커넥티드/SW,14,0.4,low,0
2024-11,NOV,바디/내장,19,0.5,low,0
2024-11,NOV,샤시/조향,16,0.5,low,0
2024-11,NOV,안전/ADAS,9,0.2,low,0
2024-11,NOV,인포테인먼트,16,0.5,low,0
2024-11,NOV,공조,11,0.3,low,0
2024-11,NOV,기타,13,0.4,low,0
2024-11,LUM,파워트레인,21,0.6,low,0
2024-11,LUM,전장/배터리,20,0.6,low,0
2024-11,LUM,커넥티드/SW,12,0.4,low,0
2024-11,LUM,바디/내장,21,0.6,low,0
2024-11,LUM,샤시/조향,14,0.4,low,0
2024-11,LUM,안전/ADAS,8,0.2,low,0
2024-11,LUM,인포테인먼트,16,0.5,low,0
2024-11,LUM,공조,12,0.3,low,0
2024-11,LUM,기타,13,0.4,low,0
