ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2025-12,TRN,파워트레인,36,0.5,low,0
2025-12,TRN,전장/배터리,39,0.6,low,0
2025-12,TRN,커넥티드/SW,24,0.4,low,0
2025-12,TRN,바디/내장,39,0.6,low,0
2025-12,TRN,샤시/조향,28,0.4,low,0
2025-12,TRN,안전/ADAS,16,0.2,low,0
2025-12,TRN,인포테인먼트,38,0.6,low,0
2025-12,TRN,공조,21,0.3,low,0
2025-12,TRN,기타,24,0.4,low,0
2025-12,VST,파워트레인,38,0.5,low,0
2025-12,VST,전장/배터리,38,0.5,low,0
2025-12,VST,커넥티드/SW,27,0.4,low,0
2025-12,VST,바디/내장,43,0.6,low,0
2025-12,VST,샤시/조향,32,0.4,low,0
2025-12,VST,안전/ADAS,19,0.3,low,0
2025-12,VST,인포테인먼트,32,0.4,low,0
2025-12,VST,공조,21,0.3,low,0
2025-12,VST,기타,29,0.4,low,0
2025-12,AUR,파워트레인,12,0.5,low,0
2025-12,AUR,전장/배터리,11,0.5,low,0
2025-12,AUR,커넥티드/SW,9,0.4,low,0
2025-12,AUR,바디/내장,13,0.6,low,0
2025-12,AUR,샤시/조향,10,0.4,low,0
2025-12,AUR,안전/ADAS,5,0.2,low,0
2025-12,AUR,인포테인먼트,13,0.6,low,0
2025-12,AUR,공조,6,0.3,low,0
2025-12,AUR,기타,8,0.4,low,0
2025-12,MRD,파워트레인,28,0.6,low,0
2025-12,MRD,전장/배터리,24,0.5,low,0
2025-12,MRD,커넥티드/SW,16,0.4,low,0
2025-12,MRD,바디/내장,25,0.6,low,0
2025-12,MRD,샤시/조향,19,0.4,low,0
2025-12,MRD,안전/ADAS,10,0.2,low,0
2025-12,MRD,인포테인먼트,23,0.5,low,0
2025-12,MRD,공조,14,0.3,low,0
2025-12,MRD,기타,18,0.4,low,0
2025-12,NOV,파워트레인,22,0.6,low,0
2025-12,NOV,전장/배터리,17,0.5,low,0
2025-12,NOV,커넥티드/SW,14,0.4,low,0
2025-12,NOV,바디/내장,22,0.6,low,0
2025-12,NOV,샤시/조향,16,0.5,low,0
2025-12,NOV,안전/ADAS,9,0.2,low,0
2025-12,NOV,인포테인먼트,19,0.5,low,0
2025-12,NOV,공조,11,0.3,low,0
2025-12,NOV,기타,16,0.5,low,0
2025-12,LUM,파워트레인,19,0.5,low,0
2025-12,LUM,전장/배터리,20,0.6,low,0
2025-12,LUM,커넥티드/SW,15,0.4,low,0
2025-12,LUM,바디/내장,22,0.6,low,0
2025-12,LUM,샤시/조향,13,0.4,low,0
2025-12,LUM,안전/ADAS,7,0.2,low,0
2025-12,LUM,인포테인먼트,20,0.5,low,0
2025-12,LUM,공조,11,0.3,low,0
2025-12,LUM,기타,13,0.4,low,0
