ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2025-07,TRN,파워트레인,41,0.6,low,0
2025-07,TRN,전장/배터리,34,0.5,low,0
2025-07,TRN,커넥티드/SW,28,0.4,low,0
2025-07,TRN,바디/내장,40,0.6,low,0
2025-07,TRN,샤시/조향,29,0.4,low,0
2025-07,TRN,안전/ADAS,16,0.2,low,0
2025-07,TRN,인포테인먼트,37,0.6,low,0
2025-07,TRN,공조,20,0.3,low,0
2025-07,TRN,기타,26,0.4,low,0
2025-07,VST,파워트레인,40,0.6,low,0
2025-07,VST,전장/배터리,37,0.5,low,0
2025-07,VST,커넥티드/SW,26,0.4,low,0
2025-07,VST,바디/내장,42,0.6,low,0
2025-07,VST,샤시/조향,30,0.4,low,0
2025-07,VST,안전/ADAS,18,0.3,low,0
2025-07,VST,인포테인먼트,34,0.5,low,0
2025-07,VST,공조,22,0.3,low,0
2025-07,VST,기타,28,0.4,low,0
2025-07,AUR,파워트레인,12,0.5,low,0
2025-07,AUR,전장/배터리,10,0.5,low,0
2025-07,AUR,커넥티드/SW,9,0.4,low,0
2025-07,AUR,바디/내장,13,0.6,low,0
2025-07,AUR,샤시/조향,11,0.5,low,0
2025-07,AUR,안전/ADAS,6,0.3,low,0
2025-07,AUR,인포테인먼트,11,0.5,low,0
2025-07,AUR,공조,6,0.3,low,0
2025-07,AUR,기타,9,0.4,low,0
2025-07,MRD,파워트레인,24,0.5,low,0
2025-07,MRD,전장/배터리,22,0.5,low,0
2025-07,MRD,커넥티드/SW,16,0.4,low,0
2025-07,MRD,바디/내장,27,0.6,low,0
2025-07,MRD,샤시/조향,20,0.5,low,0
2025-07,MRD,안전/ADAS,11,0.3,low,0
2025-07,MRD,인포테인먼트,22,0.5,low,0
2025-07,MRD,공조,14,0.3,low,0
2025-07,MRD,기타,18,0.4,low,0
2025-07,NOV,파워트레인,20,0.6,low,0
2025-07,NOV,전장/배터리,17,0.5,low,0
2025-07,NOV,커넥티드/SW,13,0.4,low,0
2025-07,NOV,바디/내장,22,0.6,low,0
2025-07,NOV,샤시/조향,15,0.4,low,0
2025-07,NOV,안전/ADAS,9,0.3,low,0
2025-07,NOV,인포테인먼트,16,0.5,low,0
2025-07,NOV,공조,12,0.3,low,0
2025-07,NOV,기타,14,0.4,low,0
2025-07,LUM,파워트레인,19,0.5,low,0
2025-07,LUM,전장/배터리,19,0.5,low,0
2025-07,LUM,커넥티드/SW,14,0.4,low,0
2025-07,LUM,바디/내장,20,0.6,low,0
2025-07,LUM,샤시/조향,16,0.5,low,0
2025-07,LUM,안전/ADAS,9,0.3,low,0
2025-07,LUM,인포테인먼트,17,0.5,low,0
2025-07,LUM,공조,10,0.3,low,0
2025-07,LUM,기타,13,0.4,low,0
