ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2026-06,TRN,파워트레인,38,0.6,low,0
2026-06,TRN,전장/배터리,32,0.5,low,0
2026-06,TRN,커넥티드/SW,27,0.4,low,0
2026-06,TRN,바디/내장,40,0.6,low,0
2026-06,TRN,샤시/조향,28,0.4,low,0
2026-06,TRN,안전/ADAS,17,0.3,low,0
2026-06,TRN,인포테인먼트,33,0.5,low,0
2026-06,TRN,공조,21,0.3,low,0
2026-06,TRN,기타,28,0.4,low,0
2026-06,VST,파워트레인,46,0.6,low,0
2026-06,VST,전장/배터리,31,0.4,low,0
2026-06,VST,커넥티드/SW,27,0.4,low,0
2026-06,VST,바디/내장,40,0.6,low,0
2026-06,VST,샤시/조향,33,0.4,low,0
2026-06,VST,안전/ADAS,16,0.2,low,0
2026-06,VST,인포테인먼트,36,0.5,low,0
2026-06,VST,공조,25,0.3,low,0
2026-06,VST,기타,27,0.4,low,0
2026-06,AUR,파워트레인,26,1.2,low,0
2026-06,AUR,전장/배터리,32,1.4,med,0
2026-06,AUR,커넥티드/SW,18,0.8,low,0
2026-06,AUR,바디/내장,29,1.3,low,0
2026-06,AUR,샤시/조향,21,0.9,low,0
2026-06,AUR,안전/ADAS,13,0.6,low,0
2026-06,AUR,인포테인먼트,27,1.2,low,0
2026-06,AUR,공조,15,0.7,low,0
2026-06,AUR,기타,20,0.9,low,0
2026-06,MRD,파워트레인,23,0.5,low,0
2026-06,MRD,전장/배터리,22,0.5,low,0
2026-06,MRD,커넥티드/SW,18,0.4,low,0
2026-06,MRD,바디/내장,28,0.6,low,0
2026-06,MRD,샤시/조향,20,0.5,low,0
2026-06,MRD,안전/ADAS,10,0.2,low,0
2026-06,MRD,인포테인먼트,24,0.5,low,0
2026-06,MRD,공조,14,0.3,low,0
2026-06,MRD,기타,17,0.4,low,0
2026-06,NOV,파워트레인,18,0.5,low,0
2026-06,NOV,전장/배터리,17,0.5,low,0
2026-06,NOV,커넥티드/SW,13,0.4,low,0
2026-06,NOV,바디/내장,23,0.6,low,0
2026-06,NOV,샤시/조향,17,0.5,low,0
2026-06,NOV,안전/ADAS,8,0.2,low,0
2026-06,NOV,인포테인먼트,19,0.5,low,0
2026-06,NOV,공조,12,0.3,low,0
2026-06,NOV,기타,14,0.4,low,0
2026-06,LUM,파워트레인,22,0.6,low,0
2026-06,LUM,전장/배터리,19,0.5,low,0
2026-06,LUM,커넥티드/SW,40,1.1,high,0
2026-06,LUM,바디/내장,22,0.6,low,0
2026-06,LUM,샤시/조향,17,0.5,low,0
2026-06,LUM,안전/ADAS,9,0.2,low,0
2026-06,LUM,인포테인먼트,20,0.6,low,0
2026-06,LUM,공조,11,0.3,low,0
2026-06,LUM,기타,14,0.4,low,0
