ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2025-09,TRN,파워트레인,35,0.5,low,0
2025-09,TRN,전장/배터리,32,0.5,low,0
2025-09,TRN,커넥티드/SW,30,0.5,low,0
2025-09,TRN,바디/내장,37,0.6,low,0
2025-09,TRN,샤시/조향,28,0.4,low,0
2025-09,TRN,안전/ADAS,16,0.2,low,0
2025-09,TRN,인포테인먼트,32,0.5,low,0
2025-09,TRN,공조,21,0.3,low,0
2025-09,TRN,기타,26,0.4,low,0
2025-09,VST,파워트레인,38,0.5,low,0
2025-09,VST,전장/배터리,37,0.5,low,0
2025-09,VST,커넥티드/SW,29,0.4,low,0
2025-09,VST,바디/내장,40,0.6,low,0
2025-09,VST,샤시/조향,33,0.5,low,0
2025-09,VST,안전/ADAS,15,0.2,low,0
2025-09,VST,인포테인먼트,33,0.5,low,0
2025-09,VST,공조,24,0.3,low,0
2025-09,VST,기타,29,0.4,low,0
2025-09,AUR,파워트레인,12,0.6,low,0
2025-09,AUR,전장/배터리,12,0.5,low,0
2025-09,AUR,커넥티드/SW,9,0.4,low,0
2025-09,AUR,바디/내장,14,0.6,low,0
2025-09,AUR,샤시/조향,10,0.5,low,0
2025-09,AUR,안전/ADAS,5,0.2,low,0
2025-09,AUR,인포테인먼트,11,0.5,low,0
2025-09,AUR,공조,7,0.3,low,0
2025-09,AUR,기타,9,0.4,low,0
2025-09,MRD,파워트레인,28,0.6,low,0
2025-09,MRD,전장/배터리,20,0.5,low,0
2025-09,MRD,커넥티드/SW,18,0.4,low,0
2025-09,MRD,바디/내장,29,0.7,low,0
2025-09,MRD,샤시/조향,19,0.4,low,0
2025-09,MRD,안전/ADAS,10,0.2,low,0
2025-09,MRD,인포테인먼트,23,0.5,low,0
2025-09,MRD,공조,14,0.3,low,0
2025-09,MRD,기타,19,0.4,low,0
2025-09,NOV,파워트레인,22,0.6,low,0
2025-09,NOV,전장/배터리,19,0.5,low,0
2025-09,NOV,커넥티드/SW,14,0.4,low,0
2025-09,NOV,바디/내장,20,0.6,low,0
2025-09,NOV,샤시/조향,16,0.5,low,0
2025-09,NOV,안전/ADAS,9,0.2,low,0
2025-09,NOV,인포테인먼트,19,0.5,low,0
2025-09,NOV,공조,11,0.3,low,0
2025-09,NOV,기타,13,0.4,low,0
2025-09,LUM,파워트레인,19,0.5,low,0
2025-09,LUM,전장/배터리,19,0.5,low,0
2025-09,LUM,커넥티드/SW,15,0.4,low,0
2025-09,LUM,바디/내장,23,0.6,low,0
2025-09,LUM,샤시/조향,16,0.5,low,0
2025-09,LUM,안전/ADAS,9,0.2,low,0
2025-09,LUM,인포테인먼트,18,0.5,low,0
2025-09,LUM,공조,11,0.3,low,0
2025-09,LUM,기타,15,0.4,low,0
