ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2025-03,TRN,파워트레인,38,0.6,low,0
2025-03,TRN,전장/배터리,36,0.6,low,0
2025-03,TRN,커넥티드/SW,22,0.3,low,0
2025-03,TRN,바디/내장,39,0.6,low,0
2025-03,TRN,샤시/조향,26,0.4,low,0
2025-03,TRN,안전/ADAS,16,0.3,low,0
2025-03,TRN,인포테인먼트,34,0.5,low,0
2025-03,TRN,공조,21,0.3,low,0
2025-03,TRN,기타,26,0.4,low,0
2025-03,VST,파워트레인,37,0.5,low,0
2025-03,VST,전장/배터리,36,0.5,low,0
2025-03,VST,커넥티드/SW,28,0.4,low,0
2025-03,VST,바디/내장,43,0.6,low,0
2025-03,VST,샤시/조향,31,0.4,low,0
2025-03,VST,안전/ADAS,16,0.2,low,0
2025-03,VST,인포테인먼트,38,0.5,low,0
2025-03,VST,공조,21,0.3,low,0
2025-03,VST,기타,28,0.4,low,0
2025-03,AUR,파워트레인,12,0.6,low,0
2025-03,AUR,전장/배터리,11,0.5,low,0
2025-03,AUR,커넥티드/SW,9,0.4,low,0
2025-03,AUR,바디/내장,12,0.5,low,0
2025-03,AUR,샤시/조향,9,0.4,low,0
2025-03,AUR,안전/ADAS,5,0.2,low,0
2025-03,AUR,인포테인먼트,11,0.5,low,0
2025-03,AUR,공조,7,0.3,low,0
2025-03,AUR,기타,9,0.4,low,0
2025-03,MRD,파워트레인,24,0.6,low,0
2025-03,MRD,전장/배터리,24,0.6,low,0
2025-03,MRD,커넥티드/SW,18,0.4,low,0
2025-03,MRD,바디/내장,25,0.6,low,0
2025-03,MRD,샤시/조향,17,0.4,low,0
2025-03,MRD,안전/ADAS,10,0.2,low,0
2025-03,MRD,인포테인먼트,24,0.5,low,0
2025-03,MRD,공조,13,0.3,low,0
2025-03,MRD,기타,17,0.4,low,0
2025-03,NOV,파워트레인,19,0.5,low,0
2025-03,NOV,전장/배터리,16,0.4,low,0
2025-03,NOV,커넥티드/SW,13,0.4,low,0
2025-03,NOV,바디/내장,21,0.6,low,0
2025-03,NOV,샤시/조향,18,0.5,low,0
2025-03,NOV,안전/ADAS,9,0.3,low,0
2025-03,NOV,인포테인먼트,18,0.5,low,0
2025-03,NOV,공조,10,0.3,low,0
2025-03,NOV,기타,14,0.4,low,0
2025-03,LUM,파워트레인,17,0.5,low,0
2025-03,LUM,전장/배터리,18,0.5,low,0
2025-03,LUM,커넥티드/SW,13,0.4,low,0
2025-03,LUM,바디/내장,19,0.5,low,0
2025-03,LUM,샤시/조향,15,0.4,low,0
2025-03,LUM,안전/ADAS,9,0.3,low,0
2025-03,LUM,인포테인먼트,21,0.6,low,0
2025-03,LUM,공조,12,0.4,low,0
2025-03,LUM,기타,14,0.4,low,0
