ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2024-06,TRN,파워트레인,33,0.5,low,0
2024-06,TRN,전장/배터리,33,0.5,low,0
2024-06,TRN,커넥티드/SW,26,0.4,low,0
2024-06,TRN,바디/내장,36,0.6,low,0
2024-06,TRN,샤시/조향,29,0.5,low,0
2024-06,TRN,안전/ADAS,15,0.2,low,0
2024-06,TRN,인포테인먼트,34,0.5,low,0
2024-06,TRN,공조,21,0.3,low,0
2024-06,TRN,기타,25,0.4,low,0
2024-06,VST,파워트레인,37,0.5,low,0
2024-06,VST,전장/배터리,34,0.5,low,0
2024-06,VST,커넥티드/SW,29,0.4,low,0
2024-06,VST,바디/내장,40,0.6,low,0
2024-06,VST,샤시/조향,29,0.4,low,0
2024-06,VST,안전/ADAS,17,0.2,low,0
2024-06,VST,인포테인먼트,36,0.5,low,0
2024-06,VST,공조,21,0.3,low,0
2024-06,VST,기타,32,0.5,low,0
2024-06,AUR,파워트레인,10,0.5,low,0
2024-06,AUR,전장/배터리,10,0.5,low,0
2024-06,AUR,커넥티드/SW,9,0.4,low,0
2024-06,AUR,바디/내장,13,0.6,low,0
2024-06,AUR,샤시/조향,9,0.4,low,0
2024-06,AUR,안전/ADAS,5,0.2,low,0
2024-06,AUR,인포테인먼트,13,0.6,low,0
2024-06,AUR,공조,8,0.4,low,0
2024-06,AUR,기타,9,0.4,low,0
2024-06,MRD,파워트레인,24,0.6,low,0
2024-06,MRD,전장/배터리,18,0.4,low,0
2024-06,MRD,커넥티드/SW,18,0.4,low,0
2024-06,MRD,바디/내장,26,0.6,low,0
2024-06,MRD,샤시/조향,19,0.5,low,0
2024-06,MRD,안전/ADAS,9,0.2,low,0
2024-06,MRD,인포테인먼트,22,0.5,low,0
2024-06,MRD,공조,14,0.3,low,0
2024-06,MRD,기타,18,0.4,low,0
2024-06,NOV,파워트레인,22,0.6,low,0
2024-06,NOV,전장/배터리,17,0.5,low,0
2024-06,NOV,커넥티드/SW,13,0.4,low,0
2024-06,NOV,바디/내장,23,0.7,low,0
2024-06,NOV,샤시/조향,15,0.4,low,0
2024-06,NOV,안전/ADAS,9,0.3,low,0
2024-06,NOV,인포테인먼트,18,0.5,low,0
2024-06,NOV,공조,11,0.3,low,0
2024-06,NOV,기타,14,0.4,low,0
2024-06,LUM,파워트레인,19,0.6,low,0
2024-06,LUM,전장/배터리,16,0.5,low,0
2024-06,LUM,커넥티드/SW,14,0.4,low,0
2024-06,LUM,바디/내장,19,0.6,low,0
2024-06,LUM,샤시/조향,15,0.4,low,0
2024-06,LUM,안전/ADAS,9,0.2,low,0
2024-06,LUM,인포테인먼트,18,0.5,low,0
2024-06,LUM,공조,12,0.3,low,0
2024-06,LUM,기타,15,0.4,low,0
