ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2024-02,TRN,파워트레인,31,0.5,low,0
2024-02,TRN,전장/배터리,34,0.5,low,0
2024-02,TRN,커넥티드/SW,22,0.4,low,0
2024-02,TRN,바디/내장,34,0.6,low,0
2024-02,TRN,샤시/조향,28,0.4,low,0
2024-02,TRN,안전/ADAS,15,0.2,low,0
2024-02,TRN,인포테인먼트,33,0.5,low,0
2024-02,TRN,공조,20,0.3,low,0
2024-02,TRN,기타,24,0.4,low,0
2024-02,VST,파워트레인,41,0.6,low,0
2024-02,VST,전장/배터리,32,0.5,low,0
2024-02,VST,커넥티드/SW,27,0.4,low,0
2024-02,VST,바디/내장,37,0.5,low,0
2024-02,VST,샤시/조향,32,0.5,low,0
2024-02,VST,안전/ADAS,17,0.3,low,0
2024-02,VST,인포테인먼트,34,0.5,low,0
2024-02,VST,공조,20,0.3,low,0
2024-02,VST,기타,26,0.4,low,0
2024-02,AUR,파워트레인,11,0.5,low,0
2024-02,AUR,전장/배터리,11,0.5,low,0
2024-02,AUR,커넥티드/SW,9,0.4,low,0
2024-02,AUR,바디/내장,11,0.5,low,0
2024-02,AUR,샤시/조향,10,0.5,low,0
2024-02,AUR,안전/ADAS,5,0.2,low,0
2024-02,AUR,인포테인먼트,10,0.5,low,0
2024-02,AUR,공조,7,0.3,low,0
2024-02,AUR,기타,9,0.4,low,0
2024-02,MRD,파워트레인,22,0.5,low,0
2024-02,MRD,전장/배터리,22,0.5,low,0
2024-02,MRD,커넥티드/SW,16,0.4,low,0
2024-02,MRD,바디/내장,23,0.6,low,0
2024-02,MRD,샤시/조향,16,0.4,low,0
2024-02,MRD,안전/ADAS,9,0.2,low,0
2024-02,MRD,인포테인먼트,22,0.5,low,0
2024-02,MRD,공조,14,0.3,low,0
2024-02,MRD,기타,18,0.4,low,0
2024-02,NOV,파워트레인,20,0.6,low,0
2024-02,NOV,전장/배터리,16,0.5,low,0
2024-02,NOV,커넥티드/SW,14,0.4,low,0
2024-02,NOV,바디/내장,20,0.6,low,0
2024-02,NOV,샤시/조향,15,0.4,low,0
2024-02,NOV,안전/ADAS,9,0.3,low,0
2024-02,NOV,인포테인먼트,17,0.5,low,0
2024-02,NOV,공조,11,0.3,low,0
2024-02,NOV,기타,15,0.4,low,0
2024-02,LUM,파워트레인,20,0.6,low,0
2024-02,LUM,전장/배터리,19,0.6,low,0
2024-02,LUM,커넥티드/SW,14,0.4,low,0
2024-02,LUM,바디/내장,22,0.6,low,0
2024-02,LUM,샤시/조향,13,0.4,low,0
2024-02,LUM,안전/ADAS,9,0.3,low,0
2024-02,LUM,인포테인먼트,20,0.6,low,0
2024-02,LUM,공조,10,0.3,low,0
2024-02,LUM,기타,14,0.4,low,0
