ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2024-05,TRN,파워트레인,36,0.6,low,0
2024-05,TRN,전장/배터리,33,0.5,low,0
2024-05,TRN,커넥티드/SW,29,0.5,low,0
2024-05,TRN,바디/내장,34,0.5,low,0
2024-05,TRN,샤시/조향,30,0.5,low,0
2024-05,TRN,안전/ADAS,16,0.3,low,0
2024-05,TRN,인포테인먼트,33,0.5,low,0
2024-05,TRN,공조,21,0.3,low,0
2024-05,TRN,기타,28,0.4,low,0
2024-05,VST,파워트레인,36,0.5,low,0
2024-05,VST,전장/배터리,35,0.5,low,0
2024-05,VST,커넥티드/SW,25,0.4,low,0
2024-05,VST,바디/내장,42,0.6,low,0
2024-05,VST,샤시/조향,31,0.4,low,0
2024-05,VST,안전/ADAS,18,0.3,low,0
2024-05,VST,인포테인먼트,38,0.6,low,0
2024-05,VST,공조,23,0.3,low,0
2024-05,VST,기타,28,0.4,low,0
2024-05,AUR,파워트레인,12,0.6,low,0
2024-05,AUR,전장/배터리,11,0.5,low,0
2024-05,AUR,커넥티드/SW,8,0.4,low,0
2024-05,AUR,바디/내장,11,0.5,low,0
2024-05,AUR,샤시/조향,9,0.4,low,0
2024-05,AUR,안전/ADAS,5,0.3,low,0
2024-05,AUR,인포테인먼트,11,0.5,low,0
2024-05,AUR,공조,6,0.3,low,0
2024-05,AUR,기타,8,0.4,low,0
2024-05,MRD,파워트레인,23,0.5,low,0
2024-05,MRD,전장/배터리,24,0.6,low,0
2024-05,MRD,커넥티드/SW,15,0.4,low,0
2024-05,MRD,바디/내장,28,0.7,low,0
2024-05,MRD,샤시/조향,17,0.4,low,0
2024-05,MRD,안전/ADAS,10,0.2,low,0
2024-05,MRD,인포테인먼트,20,0.5,low,0
2024-05,MRD,공조,13,0.3,low,0
2024-05,MRD,기타,17,0.4,low,0
2024-05,NOV,파워트레인,20,0.6,low,0
2024-05,NOV,전장/배터리,17,0.5,low,0
2024-05,NOV,커넥티드/SW,15,0.4,low,0
2024-05,NOV,바디/내장,21,0.6,low,0
2024-05,NOV,샤시/조향,15,0.4,low,0
2024-05,NOV,안전/ADAS,9,0.3,low,0
2024-05,NOV,인포테인먼트,18,0.5,low,0
2024-05,NOV,공조,11,0.3,low,0
2024-05,NOV,기타,12,0.4,low,0
2024-05,LUM,파워트레인,19,0.6,low,0
2024-05,LUM,전장/배터리,18,0.5,low,0
2024-05,LUM,커넥티드/SW,14,0.4,low,0
2024-05,LUM,바디/내장,19,0.5,low,0
2024-05,LUM,샤시/조향,15,0.4,low,0
2024-05,LUM,안전/ADAS,8,0.2,low,0
2024-05,LUM,인포테인먼트,16,0.5,low,0
2024-05,LUM,공조,11,0.3,low,0
2024-05,LUM,기타,14,0.4,low,0
