ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2026-02,TRN-26Q1,TRN,X-Pro 오프로드,TV,X-Pro 오프로드 TV·CTV 크리에이티브,4.7,145.8,0,0,32.0,집행중
2026-02,TRN-26Q1,TRN,X-Pro 오프로드,DIG,X-Pro 오프로드 디지털 크리에이티브,3.5,368.3,3462,0.94,9.5,집행중
2026-02,TRN-26Q1,TRN,X-Pro 오프로드,SOC,X-Pro 오프로드 소셜 크리에이티브,2.1,291.6,4031,1.38,7.2,집행중
2026-02,TRN-26Q1,TRN,X-Pro 오프로드,SRCH,X-Pro 오프로드 검색 크리에이티브,1.4,66.7,2047,3.07,21.0,집행중
2026-02,VST-26Q1,VST,12.3인치 인포테인먼트,TV,12.3인치 인포테인먼트 TV·CTV 크리에이티브,5.1,158.0,0,0,32.0,집행중
2026-02,VST-26Q1,VST,12.3인치 인포테인먼트,DIG,12.3인치 인포테인먼트 디지털 크리에이티브,3.8,399.0,3867,0.97,9.5,집행중
2026-02,VST-26Q1,VST,12.3인치 인포테인먼트,SOC,12.3인치 인포테인먼트 소셜 크리에이티브,2.3,315.9,4117,1.3,7.2,집행중
2026-02,VST-26Q1,VST,12.3인치 인포테인먼트,SRCH,12.3인치 인포테인먼트 검색 크리에이티브,1.5,72.2,2338,3.24,21.0,집행중
2026-02,AUR-26Q1,AUR,ADAS 3.0,TV,ADAS 3.0 TV·CTV 크리에이티브,1.6,48.6,0,0,32.0,집행중
2026-02,AUR-26Q1,AUR,ADAS 3.0,DIG,ADAS 3.0 디지털 크리에이티브,1.2,122.8,1155,0.94,9.5,집행중
2026-02,AUR-26Q1,AUR,ADAS 3.0,SOC,ADAS 3.0 소셜 크리에이티브,0.7,97.2,1463,1.5,7.2,집행중
2026-02,AUR-26Q1,AUR,ADAS 3.0,SRCH,ADAS 3.0 검색 크리에이티브,0.5,22.2,808,3.64,21.0,집행중
2026-02,MRD-26Q1,MRD,가치 패키지,TV,가치 패키지 TV·CTV 크리에이티브,3.1,97.2,0,0,32.0,집행중
2026-02,MRD-26Q1,MRD,가치 패키지,DIG,가치 패키지 디지털 크리에이티브,2.3,245.6,2114,0.86,9.5,집행중
2026-02,MRD-26Q1,MRD,가치 패키지,SOC,가치 패키지 소셜 크리에이티브,1.4,194.4,2595,1.33,7.2,집행중
2026-02,MRD-26Q1,MRD,가치 패키지,SRCH,가치 패키지 검색 크리에이티브,0.9,44.4,1476,3.32,21.0,집행중
2026-02,NOV-26Q1,NOV,슬라이딩 편의,TV,슬라이딩 편의 TV·CTV 크리에이티브,2.5,79.0,0,0,32.0,집행중
2026-02,NOV-26Q1,NOV,슬라이딩 편의,DIG,슬라이딩 편의 디지털 크리에이티브,1.9,199.5,1933,0.97,9.5,집행중
2026-02,NOV-26Q1,NOV,슬라이딩 편의,SOC,슬라이딩 편의 소셜 크리에이티브,1.1,158.0,2325,1.47,7.2,집행중
2026-02,NOV-26Q1,NOV,슬라이딩 편의,SRCH,슬라이딩 편의 검색 크리에이티브,0.8,36.1,1128,3.12,21.0,집행중
2026-02,LUM-26Q1,LUM,OTA 2.0 커넥티드,TV,OTA 2.0 커넥티드 TV·CTV 크리에이티브,2.5,79.0,0,0,32.0,집행중
2026-02,LUM-26Q1,LUM,OTA 2.0 커넥티드,DIG,OTA 2.0 커넥티드 디지털 크리에이티브,1.9,199.5,1942,0.97,9.5,집행중
2026-02,LUM-26Q1,LUM,OTA 2.0 커넥티드,SOC,OTA 2.0 커넥티드 소셜 크리에이티브,1.1,158.0,2196,1.39,7.2,집행중
2026-02,LUM-26Q1,LUM,OTA 2.0 커넥티드,SRCH,OTA 2.0 커넥티드 검색 크리에이티브,0.8,36.1,1066,2.95,21.0,집행중
