ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2025-08,TRN-25Q3,TRN,V6 토잉 패키지,TV,V6 토잉 패키지 TV·CTV 크리에이티브,4.8,151.2,0,0,32.0,집행중
2025-08,TRN-25Q3,TRN,V6 토잉 패키지,DIG,V6 토잉 패키지 디지털 크리에이티브,3.6,382.0,3275,0.86,9.5,집행중
2025-08,TRN-25Q3,TRN,V6 토잉 패키지,SOC,V6 토잉 패키지 소셜 크리에이티브,2.2,302.4,4082,1.35,7.2,집행중
2025-08,TRN-25Q3,TRN,V6 토잉 패키지,SRCH,V6 토잉 패키지 검색 크리에이티브,1.5,69.1,2307,3.34,21.0,집행중
2025-08,VST-25Q3,VST,하이브리드 연비,TV,하이브리드 연비 TV·CTV 크리에이티브,5.2,163.8,0,0,32.0,집행중
2025-08,VST-25Q3,VST,하이브리드 연비,DIG,하이브리드 연비 디지털 크리에이티브,3.9,413.8,3874,0.94,9.5,집행중
2025-08,VST-25Q3,VST,하이브리드 연비,SOC,하이브리드 연비 소셜 크리에이티브,2.4,327.6,4877,1.49,7.2,집행중
2025-08,VST-25Q3,VST,하이브리드 연비,SRCH,하이브리드 연비 검색 크리에이티브,1.6,74.9,2657,3.55,21.0,집행중
2025-08,AUR-25Q3,AUR,롱레인지 배터리,TV,롱레인지 배터리 TV·CTV 크리에이티브,1.6,50.4,0,0,32.0,집행중
2025-08,AUR-25Q3,AUR,롱레인지 배터리,DIG,롱레인지 배터리 디지털 크리에이티브,1.2,127.3,1125,0.88,9.5,집행중
2025-08,AUR-25Q3,AUR,롱레인지 배터리,SOC,롱레인지 배터리 소셜 크리에이티브,0.7,100.8,1366,1.36,7.2,집행중
2025-08,AUR-25Q3,AUR,롱레인지 배터리,SRCH,롱레인지 배터리 검색 크리에이티브,0.5,23.0,796,3.45,21.0,집행중
2025-08,MRD-25Q3,MRD,스포츠 다이내믹,TV,스포츠 다이내믹 TV·CTV 크리에이티브,3.2,100.8,0,0,32.0,집행중
2025-08,MRD-25Q3,MRD,스포츠 다이내믹,DIG,스포츠 다이내믹 디지털 크리에이티브,2.4,254.7,2232,0.88,9.5,집행중
2025-08,MRD-25Q3,MRD,스포츠 다이내믹,SOC,스포츠 다이내믹 소셜 크리에이티브,1.5,201.6,2991,1.48,7.2,집행중
2025-08,MRD-25Q3,MRD,스포츠 다이내믹,SRCH,스포츠 다이내믹 검색 크리에이티브,1.0,46.1,1496,3.25,21.0,집행중
2025-08,NOV-25Q3,NOV,패밀리 라운지 시트,TV,패밀리 라운지 시트 TV·CTV 크리에이티브,2.6,81.9,0,0,32.0,집행중
2025-08,NOV-25Q3,NOV,패밀리 라운지 시트,DIG,패밀리 라운지 시트 디지털 크리에이티브,2.0,206.9,1845,0.89,9.5,집행중
2025-08,NOV-25Q3,NOV,패밀리 라운지 시트,SOC,패밀리 라운지 시트 소셜 크리에이티브,1.2,163.8,2206,1.35,7.2,집행중
2025-08,NOV-25Q3,NOV,패밀리 라운지 시트,SRCH,패밀리 라운지 시트 검색 크리에이티브,0.8,37.4,1289,3.44,21.0,집행중
2025-08,LUM-25Q3,LUM,V2L 파워,TV,V2L 파워 TV·CTV 크리에이티브,2.6,81.9,0,0,32.0,집행중
2025-08,LUM-25Q3,LUM,V2L 파워,DIG,V2L 파워 디지털 크리에이티브,2.0,206.9,1919,0.93,9.5,집행중
2025-08,LUM-25Q3,LUM,V2L 파워,SOC,V2L 파워 소셜 크리에이티브,1.2,163.8,2266,1.38,7.2,집행중
2025-08,LUM-25Q3,LUM,V2L 파워,SRCH,V2L 파워 검색 크리에이티브,0.8,37.4,1256,3.35,21.0,집행중
