ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2026-06,TRN-26Q2,TRN,X-Pro 오프로드,TV,X-Pro 오프로드 TV·CTV 크리에이티브,4.8,148.5,0,0,32.0,집행중(최적화)
2026-06,TRN-26Q2,TRN,X-Pro 오프로드,DIG,X-Pro 오프로드 디지털 크리에이티브,3.6,375.2,3449,0.92,9.5,집행중(최적화)
2026-06,TRN-26Q2,TRN,X-Pro 오프로드,SOC,X-Pro 오프로드 소셜 크리에이티브,2.1,297.0,4143,1.4,7.2,집행중(최적화)
2026-06,TRN-26Q2,TRN,X-Pro 오프로드,SRCH,X-Pro 오프로드 검색 크리에이티브,1.4,67.9,2314,3.41,21.0,집행중(최적화)
2026-06,VST-26Q2,VST,12.3인치 인포테인먼트,TV,12.3인치 인포테인먼트 TV·CTV 크리에이티브,5.1,160.9,0,0,32.0,집행중(최적화)
2026-06,VST-26Q2,VST,12.3인치 인포테인먼트,DIG,12.3인치 인포테인먼트 디지털 크리에이티브,3.9,406.4,3832,0.94,9.5,집행중(최적화)
2026-06,VST-26Q2,VST,12.3인치 인포테인먼트,SOC,12.3인치 인포테인먼트 소셜 크리에이티브,2.3,321.8,4742,1.47,7.2,집행중(최적화)
2026-06,VST-26Q2,VST,12.3인치 인포테인먼트,SRCH,12.3인치 인포테인먼트 검색 크리에이티브,1.5,73.5,2434,3.31,21.0,집행중(최적화)
2026-06,AUR-26Q2,AUR,ADAS 3.0,TV,ADAS 3.0 TV·CTV 크리에이티브,1.6,49.5,0,0,32.0,집행중(최적화)
2026-06,AUR-26Q2,AUR,ADAS 3.0,DIG,ADAS 3.0 디지털 크리에이티브,1.2,125.1,1153,0.92,9.5,집행중(최적화)
2026-06,AUR-26Q2,AUR,ADAS 3.0,SOC,ADAS 3.0 소셜 크리에이티브,0.7,99.0,1486,1.5,7.2,집행중(최적화)
2026-06,AUR-26Q2,AUR,ADAS 3.0,SRCH,ADAS 3.0 검색 크리에이티브,0.5,22.6,782,3.46,21.0,집행중(최적화)
2026-06,MRD-26Q2,MRD,가치 패키지,TV,가치 패키지 TV·CTV 크리에이티브,3.2,99.0,0,0,32.0,집행중(최적화)
2026-06,MRD-26Q2,MRD,가치 패키지,DIG,가치 패키지 디지털 크리에이티브,2.4,250.1,2207,0.88,9.5,집행중(최적화)
2026-06,MRD-26Q2,MRD,가치 패키지,SOC,가치 패키지 소셜 크리에이티브,1.4,198.0,3029,1.53,7.2,집행중(최적화)
2026-06,MRD-26Q2,MRD,가치 패키지,SRCH,가치 패키지 검색 크리에이티브,1.0,45.3,1519,3.36,21.0,집행중(최적화)
2026-06,NOV-26Q2,NOV,슬라이딩 편의,TV,슬라이딩 편의 TV·CTV 크리에이티브,2.6,80.4,0,0,32.0,집행중(최적화)
2026-06,NOV-26Q2,NOV,슬라이딩 편의,DIG,슬라이딩 편의 디지털 크리에이티브,1.9,203.2,1808,0.89,9.5,집행중(최적화)
2026-06,NOV-26Q2,NOV,슬라이딩 편의,SOC,슬라이딩 편의 소셜 크리에이티브,1.2,160.9,2277,1.42,7.2,집행중(최적화)
2026-06,NOV-26Q2,NOV,슬라이딩 편의,SRCH,슬라이딩 편의 검색 크리에이티브,0.8,36.8,1362,3.7,21.0,집행중(최적화)
2026-06,LUM-26Q2,LUM,OTA 2.0 커넥티드,TV,OTA 2.0 커넥티드 TV·CTV 크리에이티브,2.6,80.4,0,0,32.0,집행중(최적화)
2026-06,LUM-26Q2,LUM,OTA 2.0 커넥티드,DIG,OTA 2.0 커넥티드 디지털 크리에이티브,1.9,203.2,1793,0.88,9.5,집행중(최적화)
2026-06,LUM-26Q2,LUM,OTA 2.0 커넥티드,SOC,OTA 2.0 커넥티드 소셜 크리에이티브,1.2,160.9,2352,1.46,7.2,집행중(최적화)
2026-06,LUM-26Q2,LUM,OTA 2.0 커넥티드,SRCH,OTA 2.0 커넥티드 검색 크리에이티브,0.8,36.8,1213,3.3,21.0,집행중(최적화)
