ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2025-09,TRN-25Q3,TRN,V6 토잉 패키지,TV,V6 토잉 패키지 TV·CTV 크리에이티브,4.7,147.2,0,0,32.0,집행중(최적화)
2025-09,TRN-25Q3,TRN,V6 토잉 패키지,DIG,V6 토잉 패키지 디지털 크리에이티브,3.5,371.7,3309,0.89,9.5,집행중(최적화)
2025-09,TRN-25Q3,TRN,V6 토잉 패키지,SOC,V6 토잉 패키지 소셜 크리에이티브,2.1,294.3,4297,1.46,7.2,집행중(최적화)
2025-09,TRN-25Q3,TRN,V6 토잉 패키지,SRCH,V6 토잉 패키지 검색 크리에이티브,1.4,67.3,2395,3.56,21.0,집행중(최적화)
2025-09,VST-25Q3,VST,하이브리드 연비,TV,하이브리드 연비 TV·CTV 크리에이티브,5.1,159.4,0,0,32.0,집행중(최적화)
2025-09,VST-25Q3,VST,하이브리드 연비,DIG,하이브리드 연비 디지털 크리에이티브,3.8,402.7,3531,0.88,9.5,집행중(최적화)
2025-09,VST-25Q3,VST,하이브리드 연비,SOC,하이브리드 연비 소셜 크리에이티브,2.3,318.8,4228,1.33,7.2,집행중(최적화)
2025-09,VST-25Q3,VST,하이브리드 연비,SRCH,하이브리드 연비 검색 크리에이티브,1.5,72.9,2555,3.51,21.0,집행중(최적화)
2025-09,AUR-25Q3,AUR,롱레인지 배터리,TV,롱레인지 배터리 TV·CTV 크리에이티브,1.6,49.1,0,0,32.0,집행중(최적화)
2025-09,AUR-25Q3,AUR,롱레인지 배터리,DIG,롱레인지 배터리 디지털 크리에이티브,1.2,123.9,1185,0.96,9.5,집행중(최적화)
2025-09,AUR-25Q3,AUR,롱레인지 배터리,SOC,롱레인지 배터리 소셜 크리에이티브,0.7,98.1,1216,1.24,7.2,집행중(최적화)
2025-09,AUR-25Q3,AUR,롱레인지 배터리,SRCH,롱레인지 배터리 검색 크리에이티브,0.5,22.4,720,3.21,21.0,집행중(최적화)
2025-09,MRD-25Q3,MRD,스포츠 다이내믹,TV,스포츠 다이내믹 TV·CTV 크리에이티브,3.1,98.1,0,0,32.0,집행중(최적화)
2025-09,MRD-25Q3,MRD,스포츠 다이내믹,DIG,스포츠 다이내믹 디지털 크리에이티브,2.4,247.8,2192,0.88,9.5,집행중(최적화)
2025-09,MRD-25Q3,MRD,스포츠 다이내믹,SOC,스포츠 다이내믹 소셜 크리에이티브,1.4,196.2,2684,1.37,7.2,집행중(최적화)
2025-09,MRD-25Q3,MRD,스포츠 다이내믹,SRCH,스포츠 다이내믹 검색 크리에이티브,0.9,44.8,1459,3.25,21.0,집행중(최적화)
2025-09,NOV-25Q3,NOV,패밀리 라운지 시트,TV,패밀리 라운지 시트 TV·CTV 크리에이티브,2.6,79.7,0,0,32.0,집행중(최적화)
2025-09,NOV-25Q3,NOV,패밀리 라운지 시트,DIG,패밀리 라운지 시트 디지털 크리에이티브,1.9,201.4,1806,0.9,9.5,집행중(최적화)
2025-09,NOV-25Q3,NOV,패밀리 라운지 시트,SOC,패밀리 라운지 시트 소셜 크리에이티브,1.1,159.4,2098,1.32,7.2,집행중(최적화)
2025-09,NOV-25Q3,NOV,패밀리 라운지 시트,SRCH,패밀리 라운지 시트 검색 크리에이티브,0.8,36.4,1279,3.51,21.0,집행중(최적화)
2025-09,LUM-25Q3,LUM,V2L 파워,TV,V2L 파워 TV·CTV 크리에이티브,2.6,79.7,0,0,32.0,집행중(최적화)
2025-09,LUM-25Q3,LUM,V2L 파워,DIG,V2L 파워 디지털 크리에이티브,1.9,201.4,1720,0.85,9.5,집행중(최적화)
2025-09,LUM-25Q3,LUM,V2L 파워,SOC,V2L 파워 소셜 크리에이티브,1.1,159.4,2073,1.3,7.2,집행중(최적화)
2025-09,LUM-25Q3,LUM,V2L 파워,SRCH,V2L 파워 검색 크리에이티브,0.8,36.4,1187,3.26,21.0,집행중(최적화)
