ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2025-11,TRN-25Q4,TRN,V6 토잉 패키지,TV,V6 토잉 패키지 TV·CTV 크리에이티브,4.7,147.7,0,0,32.0,집행중
2025-11,TRN-25Q4,TRN,V6 토잉 패키지,DIG,V6 토잉 패키지 디지털 크리에이티브,3.5,373.1,3451,0.92,9.5,집행중
2025-11,TRN-25Q4,TRN,V6 토잉 패키지,SOC,V6 토잉 패키지 소셜 크리에이티브,2.1,295.4,4139,1.4,7.2,집행중
2025-11,TRN-25Q4,TRN,V6 토잉 패키지,SRCH,V6 토잉 패키지 검색 크리에이티브,1.4,67.5,2286,3.39,21.0,집행중
2025-11,VST-25Q4,VST,하이브리드 연비,TV,하이브리드 연비 TV·CTV 크리에이티브,5.1,160.0,0,0,32.0,집행중
2025-11,VST-25Q4,VST,하이브리드 연비,DIG,하이브리드 연비 디지털 크리에이티브,3.8,404.2,3919,0.97,9.5,집행중
2025-11,VST-25Q4,VST,하이브리드 연비,SOC,하이브리드 연비 소셜 크리에이티브,2.3,320.0,4835,1.51,7.2,집행중
2025-11,VST-25Q4,VST,하이브리드 연비,SRCH,하이브리드 연비 검색 크리에이티브,1.5,73.1,2386,3.26,21.0,집행중
2025-11,AUR-25Q4,AUR,롱레인지 배터리,TV,롱레인지 배터리 TV·CTV 크리에이티브,1.6,49.2,0,0,32.0,집행중
2025-11,AUR-25Q4,AUR,롱레인지 배터리,DIG,롱레인지 배터리 디지털 크리에이티브,1.2,124.4,1106,0.89,9.5,집행중
2025-11,AUR-25Q4,AUR,롱레인지 배터리,SOC,롱레인지 배터리 소셜 크리에이티브,0.7,98.5,1366,1.39,7.2,집행중
2025-11,AUR-25Q4,AUR,롱레인지 배터리,SRCH,롱레인지 배터리 검색 크리에이티브,0.5,22.5,727,3.23,21.0,집행중
2025-11,MRD-25Q4,MRD,스포츠 다이내믹,TV,스포츠 다이내믹 TV·CTV 크리에이티브,3.2,98.5,0,0,32.0,집행중
2025-11,MRD-25Q4,MRD,스포츠 다이내믹,DIG,스포츠 다이내믹 디지털 크리에이티브,2.4,248.7,2155,0.87,9.5,집행중
2025-11,MRD-25Q4,MRD,스포츠 다이내믹,SOC,스포츠 다이내믹 소셜 크리에이티브,1.4,196.9,2626,1.33,7.2,집행중
2025-11,MRD-25Q4,MRD,스포츠 다이내믹,SRCH,스포츠 다이내믹 검색 크리에이티브,0.9,45.0,1483,3.3,21.0,집행중
2025-11,NOV-25Q4,NOV,패밀리 라운지 시트,TV,패밀리 라운지 시트 TV·CTV 크리에이티브,2.6,80.0,0,0,32.0,집행중
2025-11,NOV-25Q4,NOV,패밀리 라운지 시트,DIG,패밀리 라운지 시트 디지털 크리에이티브,1.9,202.1,1893,0.94,9.5,집행중
2025-11,NOV-25Q4,NOV,패밀리 라운지 시트,SOC,패밀리 라운지 시트 소셜 크리에이티브,1.2,160.0,2277,1.42,7.2,집행중
2025-11,NOV-25Q4,NOV,패밀리 라운지 시트,SRCH,패밀리 라운지 시트 검색 크리에이티브,0.8,36.6,1192,3.26,21.0,집행중
2025-11,LUM-25Q4,LUM,V2L 파워,TV,V2L 파워 TV·CTV 크리에이티브,2.6,80.0,0,0,32.0,집행중
2025-11,LUM-25Q4,LUM,V2L 파워,DIG,V2L 파워 디지털 크리에이티브,1.9,202.1,1800,0.89,9.5,집행중
2025-11,LUM-25Q4,LUM,V2L 파워,SOC,V2L 파워 소셜 크리에이티브,1.2,160.0,2189,1.37,7.2,집행중
2025-11,LUM-25Q4,LUM,V2L 파워,SRCH,V2L 파워 검색 크리에이티브,0.8,36.6,1246,3.41,21.0,집행중
