ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2024-12,TRN-24Q4,TRN,V6 토잉 패키지,TV,V6 토잉 패키지 TV·CTV 크리에이티브,4.9,152.5,0,0,32.0,집행중(최적화)
2024-12,TRN-24Q4,TRN,V6 토잉 패키지,DIG,V6 토잉 패키지 디지털 크리에이티브,3.7,385.4,3304,0.86,9.5,집행중(최적화)
2024-12,TRN-24Q4,TRN,V6 토잉 패키지,SOC,V6 토잉 패키지 소셜 크리에이티브,2.2,305.1,4128,1.35,7.2,집행중(최적화)
2024-12,TRN-24Q4,TRN,V6 토잉 패키지,SRCH,V6 토잉 패키지 검색 크리에이티브,1.5,69.7,2419,3.47,21.0,집행중(최적화)
2024-12,VST-24Q4,VST,하이브리드 연비,TV,하이브리드 연비 TV·CTV 크리에이티브,5.3,165.3,0,0,32.0,집행중(최적화)
2024-12,VST-24Q4,VST,하이브리드 연비,DIG,하이브리드 연비 디지털 크리에이티브,4.0,417.5,3838,0.92,9.5,집행중(최적화)
2024-12,VST-24Q4,VST,하이브리드 연비,SOC,하이브리드 연비 소셜 크리에이티브,2.4,330.5,4641,1.4,7.2,집행중(최적화)
2024-12,VST-24Q4,VST,하이브리드 연비,SRCH,하이브리드 연비 검색 크리에이티브,1.6,75.5,2542,3.37,21.0,집행중(최적화)
2024-12,AUR-24Q4,AUR,롱레인지 배터리,TV,롱레인지 배터리 TV·CTV 크리에이티브,1.6,50.9,0,0,32.0,집행중(최적화)
2024-12,AUR-24Q4,AUR,롱레인지 배터리,DIG,롱레인지 배터리 디지털 크리에이티브,1.2,128.5,1091,0.85,9.5,집행중(최적화)
2024-12,AUR-24Q4,AUR,롱레인지 배터리,SOC,롱레인지 배터리 소셜 크리에이티브,0.7,101.7,1454,1.43,7.2,집행중(최적화)
2024-12,AUR-24Q4,AUR,롱레인지 배터리,SRCH,롱레인지 배터리 검색 크리에이티브,0.5,23.2,764,3.29,21.0,집행중(최적화)
2024-12,MRD-24Q4,MRD,스포츠 다이내믹,TV,스포츠 다이내믹 TV·CTV 크리에이티브,3.3,101.7,0,0,32.0,집행중(최적화)
2024-12,MRD-24Q4,MRD,스포츠 다이내믹,DIG,스포츠 다이내믹 디지털 크리에이티브,2.4,256.9,2504,0.97,9.5,집행중(최적화)
2024-12,MRD-24Q4,MRD,스포츠 다이내믹,SOC,스포츠 다이내믹 소셜 크리에이티브,1.5,203.4,2826,1.39,7.2,집행중(최적화)
2024-12,MRD-24Q4,MRD,스포츠 다이내믹,SRCH,스포츠 다이내믹 검색 크리에이티브,1.0,46.5,1578,3.39,21.0,집행중(최적화)
2024-12,NOV-24Q4,NOV,패밀리 라운지 시트,TV,패밀리 라운지 시트 TV·CTV 크리에이티브,2.6,82.6,0,0,32.0,집행중(최적화)
2024-12,NOV-24Q4,NOV,패밀리 라운지 시트,DIG,패밀리 라운지 시트 디지털 크리에이티브,2.0,208.8,1970,0.94,9.5,집행중(최적화)
2024-12,NOV-24Q4,NOV,패밀리 라운지 시트,SOC,패밀리 라운지 시트 소셜 크리에이티브,1.2,165.3,2367,1.43,7.2,집행중(최적화)
2024-12,NOV-24Q4,NOV,패밀리 라운지 시트,SRCH,패밀리 라운지 시트 검색 크리에이티브,0.8,37.8,1383,3.66,21.0,집행중(최적화)
2024-12,LUM-24Q4,LUM,V2L 파워,TV,V2L 파워 TV·CTV 크리에이티브,2.6,82.6,0,0,32.0,집행중(최적화)
2024-12,LUM-24Q4,LUM,V2L 파워,DIG,V2L 파워 디지털 크리에이티브,2.0,208.8,1796,0.86,9.5,집행중(최적화)
2024-12,LUM-24Q4,LUM,V2L 파워,SOC,V2L 파워 소셜 크리에이티브,1.2,165.3,2257,1.37,7.2,집행중(최적화)
2024-12,LUM-24Q4,LUM,V2L 파워,SRCH,V2L 파워 검색 크리에이티브,0.8,37.8,1268,3.36,21.0,집행중(최적화)
