ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2024-09,TRN-24Q3,TRN,V6 토잉 패키지,TV,V6 토잉 패키지 TV·CTV 크리에이티브,4.7,147.2,0,0,32.0,집행중(최적화)
2024-09,TRN-24Q3,TRN,V6 토잉 패키지,DIG,V6 토잉 패키지 디지털 크리에이티브,3.5,371.7,3261,0.88,9.5,집행중(최적화)
2024-09,TRN-24Q3,TRN,V6 토잉 패키지,SOC,V6 토잉 패키지 소셜 크리에이티브,2.1,294.3,4346,1.48,7.2,집행중(최적화)
2024-09,TRN-24Q3,TRN,V6 토잉 패키지,SRCH,V6 토잉 패키지 검색 크리에이티브,1.4,67.3,2290,3.4,21.0,집행중(최적화)
2024-09,VST-24Q3,VST,하이브리드 연비,TV,하이브리드 연비 TV·CTV 크리에이티브,5.1,159.4,0,0,32.0,집행중(최적화)
2024-09,VST-24Q3,VST,하이브리드 연비,DIG,하이브리드 연비 디지털 크리에이티브,3.8,402.7,3604,0.89,9.5,집행중(최적화)
2024-09,VST-24Q3,VST,하이브리드 연비,SOC,하이브리드 연비 소셜 크리에이티브,2.3,318.8,4629,1.45,7.2,집행중(최적화)
2024-09,VST-24Q3,VST,하이브리드 연비,SRCH,하이브리드 연비 검색 크리에이티브,1.5,72.9,2298,3.15,21.0,집행중(최적화)
2024-09,AUR-24Q3,AUR,롱레인지 배터리,TV,롱레인지 배터리 TV·CTV 크리에이티브,1.6,49.1,0,0,32.0,집행중(최적화)
2024-09,AUR-24Q3,AUR,롱레인지 배터리,DIG,롱레인지 배터리 디지털 크리에이티브,1.2,123.9,1115,0.9,9.5,집행중(최적화)
2024-09,AUR-24Q3,AUR,롱레인지 배터리,SOC,롱레인지 배터리 소셜 크리에이티브,0.7,98.1,1476,1.5,7.2,집행중(최적화)
2024-09,AUR-24Q3,AUR,롱레인지 배터리,SRCH,롱레인지 배터리 검색 크리에이티브,0.5,22.4,836,3.73,21.0,집행중(최적화)
2024-09,MRD-24Q3,MRD,스포츠 다이내믹,TV,스포츠 다이내믹 TV·CTV 크리에이티브,3.1,98.1,0,0,32.0,집행중(최적화)
2024-09,MRD-24Q3,MRD,스포츠 다이내믹,DIG,스포츠 다이내믹 디지털 크리에이티브,2.4,247.8,2186,0.88,9.5,집행중(최적화)
2024-09,MRD-24Q3,MRD,스포츠 다이내믹,SOC,스포츠 다이내믹 소셜 크리에이티브,1.4,196.2,2701,1.38,7.2,집행중(최적화)
2024-09,MRD-24Q3,MRD,스포츠 다이내믹,SRCH,스포츠 다이내믹 검색 크리에이티브,0.9,44.8,1590,3.55,21.0,집행중(최적화)
2024-09,NOV-24Q3,NOV,패밀리 라운지 시트,TV,패밀리 라운지 시트 TV·CTV 크리에이티브,2.6,79.7,0,0,32.0,집행중(최적화)
2024-09,NOV-24Q3,NOV,패밀리 라운지 시트,DIG,패밀리 라운지 시트 디지털 크리에이티브,1.9,201.4,1775,0.88,9.5,집행중(최적화)
2024-09,NOV-24Q3,NOV,패밀리 라운지 시트,SOC,패밀리 라운지 시트 소셜 크리에이티브,1.1,159.4,2182,1.37,7.2,집행중(최적화)
2024-09,NOV-24Q3,NOV,패밀리 라운지 시트,SRCH,패밀리 라운지 시트 검색 크리에이티브,0.8,36.4,1246,3.42,21.0,집행중(최적화)
2024-09,LUM-24Q3,LUM,V2L 파워,TV,V2L 파워 TV·CTV 크리에이티브,2.6,79.7,0,0,32.0,집행중(최적화)
2024-09,LUM-24Q3,LUM,V2L 파워,DIG,V2L 파워 디지털 크리에이티브,1.9,201.4,1829,0.91,9.5,집행중(최적화)
2024-09,LUM-24Q3,LUM,V2L 파워,SOC,V2L 파워 소셜 크리에이티브,1.1,159.4,2212,1.39,7.2,집행중(최적화)
2024-09,LUM-24Q3,LUM,V2L 파워,SRCH,V2L 파워 검색 크리에이티브,0.8,36.4,1241,3.4,21.0,집행중(최적화)
