ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2026-08,TRN-26Q3,TRN,X-Pro 오프로드,TV,X-Pro 오프로드 TV·CTV 크리에이티브,4.8,151.2,0,0,32.0,집행중
2026-08,TRN-26Q3,TRN,X-Pro 오프로드,DIG,X-Pro 오프로드 디지털 크리에이티브,3.6,382.0,3245,0.85,9.5,집행중
2026-08,TRN-26Q3,TRN,X-Pro 오프로드,SOC,X-Pro 오프로드 소셜 크리에이티브,2.2,302.4,4177,1.38,7.2,집행중
2026-08,TRN-26Q3,TRN,X-Pro 오프로드,SRCH,X-Pro 오프로드 검색 크리에이티브,1.5,69.1,2313,3.35,21.0,집행중
2026-08,VST-26Q3,VST,12.3인치 인포테인먼트,TV,12.3인치 인포테인먼트 TV·CTV 크리에이티브,5.2,163.8,0,0,32.0,집행중
2026-08,VST-26Q3,VST,12.3인치 인포테인먼트,DIG,12.3인치 인포테인먼트 디지털 크리에이티브,3.9,413.8,3589,0.87,9.5,집행중
2026-08,VST-26Q3,VST,12.3인치 인포테인먼트,SOC,12.3인치 인포테인먼트 소셜 크리에이티브,2.4,327.6,3994,1.22,7.2,집행중
2026-08,VST-26Q3,VST,12.3인치 인포테인먼트,SRCH,12.3인치 인포테인먼트 검색 크리에이티브,1.6,74.9,2506,3.35,21.0,집행중
2026-08,AUR-26Q3,AUR,ADAS 3.0,TV,ADAS 3.0 TV·CTV 크리에이티브,1.6,50.4,0,0,32.0,집행중
2026-08,AUR-26Q3,AUR,ADAS 3.0,DIG,ADAS 3.0 디지털 크리에이티브,1.2,127.3,1132,0.89,9.5,집행중
2026-08,AUR-26Q3,AUR,ADAS 3.0,SOC,ADAS 3.0 소셜 크리에이티브,0.7,100.8,1372,1.36,7.2,집행중
2026-08,AUR-26Q3,AUR,ADAS 3.0,SRCH,ADAS 3.0 검색 크리에이티브,0.5,23.0,787,3.42,21.0,집행중
2026-08,MRD-26Q3,MRD,가치 패키지,TV,가치 패키지 TV·CTV 크리에이티브,3.2,100.8,0,0,32.0,집행중
2026-08,MRD-26Q3,MRD,가치 패키지,DIG,가치 패키지 디지털 크리에이티브,2.4,254.7,2383,0.94,9.5,집행중
2026-08,MRD-26Q3,MRD,가치 패키지,SOC,가치 패키지 소셜 크리에이티브,1.5,201.6,2803,1.39,7.2,집행중
2026-08,MRD-26Q3,MRD,가치 패키지,SRCH,가치 패키지 검색 크리에이티브,1.0,46.1,1685,3.66,21.0,집행중
2026-08,NOV-26Q3,NOV,슬라이딩 편의,TV,슬라이딩 편의 TV·CTV 크리에이티브,2.6,81.9,0,0,32.0,집행중
2026-08,NOV-26Q3,NOV,슬라이딩 편의,DIG,슬라이딩 편의 디지털 크리에이티브,2.0,206.9,2098,1.01,9.5,집행중
2026-08,NOV-26Q3,NOV,슬라이딩 편의,SOC,슬라이딩 편의 소셜 크리에이티브,1.2,163.8,2215,1.35,7.2,집행중
2026-08,NOV-26Q3,NOV,슬라이딩 편의,SRCH,슬라이딩 편의 검색 크리에이티브,0.8,37.4,1225,3.27,21.0,집행중
2026-08,LUM-26Q3,LUM,OTA 2.0 커넥티드,TV,OTA 2.0 커넥티드 TV·CTV 크리에이티브,2.6,81.9,0,0,32.0,집행중
2026-08,LUM-26Q3,LUM,OTA 2.0 커넥티드,DIG,OTA 2.0 커넥티드 디지털 크리에이티브,2.0,206.9,1910,0.92,9.5,집행중
2026-08,LUM-26Q3,LUM,OTA 2.0 커넥티드,SOC,OTA 2.0 커넥티드 소셜 크리에이티브,1.2,163.8,2331,1.42,7.2,집행중
2026-08,LUM-26Q3,LUM,OTA 2.0 커넥티드,SRCH,OTA 2.0 커넥티드 검색 크리에이티브,0.8,37.4,1212,3.24,21.0,집행중
