ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2024-01,TRN-24Q1,TRN,V6 토잉 패키지,TV,V6 토잉 패키지 TV·CTV 크리에이티브,4.6,145.3,0,0,32.0,제작·런칭
2024-01,TRN-24Q1,TRN,V6 토잉 패키지,DIG,V6 토잉 패키지 디지털 크리에이티브,3.5,367.0,3221,0.88,9.5,제작·런칭
2024-01,TRN-24Q1,TRN,V6 토잉 패키지,SOC,V6 토잉 패키지 소셜 크리에이티브,2.1,290.5,3768,1.3,7.2,제작·런칭
2024-01,TRN-24Q1,TRN,V6 토잉 패키지,SRCH,V6 토잉 패키지 검색 크리에이티브,1.4,66.4,2162,3.26,21.0,제작·런칭
2024-01,VST-24Q1,VST,하이브리드 연비,TV,하이브리드 연비 TV·CTV 크리에이티브,5.0,157.4,0,0,32.0,제작·런칭
2024-01,VST-24Q1,VST,하이브리드 연비,DIG,하이브리드 연비 디지털 크리에이티브,3.8,397.6,3637,0.91,9.5,제작·런칭
2024-01,VST-24Q1,VST,하이브리드 연비,SOC,하이브리드 연비 소셜 크리에이티브,2.3,314.7,4474,1.42,7.2,제작·런칭
2024-01,VST-24Q1,VST,하이브리드 연비,SRCH,하이브리드 연비 검색 크리에이티브,1.5,71.9,2457,3.41,21.0,제작·런칭
2024-01,AUR-24Q1,AUR,롱레인지 배터리,TV,롱레인지 배터리 TV·CTV 크리에이티브,1.5,48.4,0,0,32.0,제작·런칭
2024-01,AUR-24Q1,AUR,롱레인지 배터리,DIG,롱레인지 배터리 디지털 크리에이티브,1.2,122.3,1144,0.94,9.5,제작·런칭
2024-01,AUR-24Q1,AUR,롱레인지 배터리,SOC,롱레인지 배터리 소셜 크리에이티브,0.7,96.8,1285,1.33,7.2,제작·런칭
2024-01,AUR-24Q1,AUR,롱레인지 배터리,SRCH,롱레인지 배터리 검색 크리에이티브,0.5,22.1,739,3.34,21.0,제작·런칭
2024-01,MRD-24Q1,MRD,스포츠 다이내믹,TV,스포츠 다이내믹 TV·CTV 크리에이티브,3.1,96.8,0,0,32.0,제작·런칭
2024-01,MRD-24Q1,MRD,스포츠 다이내믹,DIG,스포츠 다이내믹 디지털 크리에이티브,2.3,244.6,2256,0.92,9.5,제작·런칭
2024-01,MRD-24Q1,MRD,스포츠 다이내믹,SOC,스포츠 다이내믹 소셜 크리에이티브,1.4,193.7,2623,1.35,7.2,제작·런칭
2024-01,MRD-24Q1,MRD,스포츠 다이내믹,SRCH,스포츠 다이내믹 검색 크리에이티브,0.9,44.3,1707,3.86,21.0,제작·런칭
2024-01,NOV-24Q1,NOV,패밀리 라운지 시트,TV,패밀리 라운지 시트 TV·CTV 크리에이티브,2.5,78.7,0,0,32.0,제작·런칭
2024-01,NOV-24Q1,NOV,패밀리 라운지 시트,DIG,패밀리 라운지 시트 디지털 크리에이티브,1.9,198.8,1862,0.94,9.5,제작·런칭
2024-01,NOV-24Q1,NOV,패밀리 라운지 시트,SOC,패밀리 라운지 시트 소셜 크리에이티브,1.1,157.4,2191,1.39,7.2,제작·런칭
2024-01,NOV-24Q1,NOV,패밀리 라운지 시트,SRCH,패밀리 라운지 시트 검색 크리에이티브,0.8,36.0,1364,3.79,21.0,제작·런칭
2024-01,LUM-24Q1,LUM,V2L 파워,TV,V2L 파워 TV·CTV 크리에이티브,2.5,78.7,0,0,32.0,제작·런칭
2024-01,LUM-24Q1,LUM,V2L 파워,DIG,V2L 파워 디지털 크리에이티브,1.9,198.8,1819,0.92,9.5,제작·런칭
2024-01,LUM-24Q1,LUM,V2L 파워,SOC,V2L 파워 소셜 크리에이티브,1.1,157.4,2140,1.36,7.2,제작·런칭
2024-01,LUM-24Q1,LUM,V2L 파워,SRCH,V2L 파워 검색 크리에이티브,0.8,36.0,1272,3.54,21.0,제작·런칭
