ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2024-03,TRN-24Q1,TRN,V6 토잉 패키지,TV,V6 토잉 패키지 TV·CTV 크리에이티브,4.8,150.7,0,0,32.0,집행중(최적화)
2024-03,TRN-24Q1,TRN,V6 토잉 패키지,DIG,V6 토잉 패키지 디지털 크리에이티브,3.6,380.6,3396,0.89,9.5,집행중(최적화)
2024-03,TRN-24Q1,TRN,V6 토잉 패키지,SOC,V6 토잉 패키지 소셜 크리에이티브,2.2,301.3,4601,1.53,7.2,집행중(최적화)
2024-03,TRN-24Q1,TRN,V6 토잉 패키지,SRCH,V6 토잉 패키지 검색 크리에이티브,1.4,68.9,2316,3.36,21.0,집행중(최적화)
2024-03,VST-24Q1,VST,하이브리드 연비,TV,하이브리드 연비 TV·CTV 크리에이티브,5.2,163.2,0,0,32.0,집행중(최적화)
2024-03,VST-24Q1,VST,하이브리드 연비,DIG,하이브리드 연비 디지털 크리에이티브,3.9,412.3,3625,0.88,9.5,집행중(최적화)
2024-03,VST-24Q1,VST,하이브리드 연비,SOC,하이브리드 연비 소셜 크리에이티브,2.4,326.4,4512,1.38,7.2,집행중(최적화)
2024-03,VST-24Q1,VST,하이브리드 연비,SRCH,하이브리드 연비 검색 크리에이티브,1.6,74.6,2501,3.35,21.0,집행중(최적화)
2024-03,AUR-24Q1,AUR,롱레인지 배터리,TV,롱레인지 배터리 TV·CTV 크리에이티브,1.6,50.2,0,0,32.0,집행중(최적화)
2024-03,AUR-24Q1,AUR,롱레인지 배터리,DIG,롱레인지 배터리 디지털 크리에이티브,1.2,126.9,1172,0.92,9.5,집행중(최적화)
2024-03,AUR-24Q1,AUR,롱레인지 배터리,SOC,롱레인지 배터리 소셜 크리에이티브,0.7,100.4,1366,1.36,7.2,집행중(최적화)
2024-03,AUR-24Q1,AUR,롱레인지 배터리,SRCH,롱레인지 배터리 검색 크리에이티브,0.5,23.0,724,3.15,21.0,집행중(최적화)
2024-03,MRD-24Q1,MRD,스포츠 다이내믹,TV,스포츠 다이내믹 TV·CTV 크리에이티브,3.2,100.4,0,0,32.0,집행중(최적화)
2024-03,MRD-24Q1,MRD,스포츠 다이내믹,DIG,스포츠 다이내믹 디지털 크리에이티브,2.4,253.7,2297,0.91,9.5,집행중(최적화)
2024-03,MRD-24Q1,MRD,스포츠 다이내믹,SOC,스포츠 다이내믹 소셜 크리에이티브,1.4,200.9,3031,1.51,7.2,집행중(최적화)
2024-03,MRD-24Q1,MRD,스포츠 다이내믹,SRCH,스포츠 다이내믹 검색 크리에이티브,1.0,45.9,1542,3.36,21.0,집행중(최적화)
2024-03,NOV-24Q1,NOV,패밀리 라운지 시트,TV,패밀리 라운지 시트 TV·CTV 크리에이티브,2.6,81.6,0,0,32.0,집행중(최적화)
2024-03,NOV-24Q1,NOV,패밀리 라운지 시트,DIG,패밀리 라운지 시트 디지털 크리에이티브,2.0,206.2,1981,0.96,9.5,집행중(최적화)
2024-03,NOV-24Q1,NOV,패밀리 라운지 시트,SOC,패밀리 라운지 시트 소셜 크리에이티브,1.2,163.2,2313,1.42,7.2,집행중(최적화)
2024-03,NOV-24Q1,NOV,패밀리 라운지 시트,SRCH,패밀리 라운지 시트 검색 크리에이티브,0.8,37.3,1357,3.64,21.0,집행중(최적화)
2024-03,LUM-24Q1,LUM,V2L 파워,TV,V2L 파워 TV·CTV 크리에이티브,2.6,81.6,0,0,32.0,집행중(최적화)
2024-03,LUM-24Q1,LUM,V2L 파워,DIG,V2L 파워 디지털 크리에이티브,2.0,206.2,1776,0.86,9.5,집행중(최적화)
2024-03,LUM-24Q1,LUM,V2L 파워,SOC,V2L 파워 소셜 크리에이티브,1.2,163.2,2203,1.35,7.2,집행중(최적화)
2024-03,LUM-24Q1,LUM,V2L 파워,SRCH,V2L 파워 검색 크리에이티브,0.8,37.3,1267,3.4,21.0,집행중(최적화)
