ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2025-05,TRN-25Q2,TRN,V6 토잉 패키지,TV,V6 토잉 패키지 TV·CTV 크리에이티브,4.8,150.1,0,0,32.0,집행중
2025-05,TRN-25Q2,TRN,V6 토잉 패키지,DIG,V6 토잉 패키지 디지털 크리에이티브,3.6,379.3,3612,0.95,9.5,집행중
2025-05,TRN-25Q2,TRN,V6 토잉 패키지,SOC,V6 토잉 패키지 소셜 크리에이티브,2.2,300.2,4034,1.34,7.2,집행중
2025-05,TRN-25Q2,TRN,V6 토잉 패키지,SRCH,V6 토잉 패키지 검색 크리에이티브,1.4,68.6,2374,3.46,21.0,집행중
2025-05,VST-25Q2,VST,하이브리드 연비,TV,하이브리드 연비 TV·CTV 크리에이티브,5.2,162.6,0,0,32.0,집행중
2025-05,VST-25Q2,VST,하이브리드 연비,DIG,하이브리드 연비 디지털 크리에이티브,3.9,410.9,3512,0.85,9.5,집행중
2025-05,VST-25Q2,VST,하이브리드 연비,SOC,하이브리드 연비 소셜 크리에이티브,2.3,325.3,4610,1.42,7.2,집행중
2025-05,VST-25Q2,VST,하이브리드 연비,SRCH,하이브리드 연비 검색 크리에이티브,1.6,74.3,2386,3.21,21.0,집행중
2025-05,AUR-25Q2,AUR,롱레인지 배터리,TV,롱레인지 배터리 TV·CTV 크리에이티브,1.6,50.0,0,0,32.0,집행중
2025-05,AUR-25Q2,AUR,롱레인지 배터리,DIG,롱레인지 배터리 디지털 크리에이티브,1.2,126.4,1200,0.95,9.5,집행중
2025-05,AUR-25Q2,AUR,롱레인지 배터리,SOC,롱레인지 배터리 소셜 크리에이티브,0.7,100.1,1403,1.4,7.2,집행중
2025-05,AUR-25Q2,AUR,롱레인지 배터리,SRCH,롱레인지 배터리 검색 크리에이티브,0.5,22.9,726,3.18,21.0,집행중
2025-05,MRD-25Q2,MRD,스포츠 다이내믹,TV,스포츠 다이내믹 TV·CTV 크리에이티브,3.2,100.1,0,0,32.0,집행중
2025-05,MRD-25Q2,MRD,스포츠 다이내믹,DIG,스포츠 다이내믹 디지털 크리에이티브,2.4,252.8,2318,0.92,9.5,집행중
2025-05,MRD-25Q2,MRD,스포츠 다이내믹,SOC,스포츠 다이내믹 소셜 크리에이티브,1.4,200.2,2884,1.44,7.2,집행중
2025-05,MRD-25Q2,MRD,스포츠 다이내믹,SRCH,스포츠 다이내믹 검색 크리에이티브,1.0,45.8,1583,3.46,21.0,집행중
2025-05,NOV-25Q2,NOV,패밀리 라운지 시트,TV,패밀리 라운지 시트 TV·CTV 크리에이티브,2.6,81.3,0,0,32.0,집행중
2025-05,NOV-25Q2,NOV,패밀리 라운지 시트,DIG,패밀리 라운지 시트 디지털 크리에이티브,2.0,205.4,1841,0.9,9.5,집행중
2025-05,NOV-25Q2,NOV,패밀리 라운지 시트,SOC,패밀리 라운지 시트 소셜 크리에이티브,1.2,162.6,2426,1.49,7.2,집행중
2025-05,NOV-25Q2,NOV,패밀리 라운지 시트,SRCH,패밀리 라운지 시트 검색 크리에이티브,0.8,37.2,1195,3.21,21.0,집행중
2025-05,LUM-25Q2,LUM,V2L 파워,TV,V2L 파워 TV·CTV 크리에이티브,2.6,81.3,0,0,32.0,집행중
2025-05,LUM-25Q2,LUM,V2L 파워,DIG,V2L 파워 디지털 크리에이티브,2.0,205.4,1760,0.86,9.5,집행중
2025-05,LUM-25Q2,LUM,V2L 파워,SOC,V2L 파워 소셜 크리에이티브,1.2,162.6,2277,1.4,7.2,집행중
2025-05,LUM-25Q2,LUM,V2L 파워,SRCH,V2L 파워 검색 크리에이티브,0.8,37.2,1328,3.57,21.0,집행중
