ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2026-04,TRN-26Q2,TRN,X-Pro 오프로드,TV,X-Pro 오프로드 TV·CTV 크리에이티브,4.7,148.0,0,0,32.0,제작·런칭
2026-04,TRN-26Q2,TRN,X-Pro 오프로드,DIG,X-Pro 오프로드 디지털 크리에이티브,3.6,373.8,3105,0.83,9.5,제작·런칭
2026-04,TRN-26Q2,TRN,X-Pro 오프로드,SOC,X-Pro 오프로드 소셜 크리에이티브,2.1,295.9,4249,1.44,7.2,제작·런칭
2026-04,TRN-26Q2,TRN,X-Pro 오프로드,SRCH,X-Pro 오프로드 검색 크리에이티브,1.4,67.6,2293,3.39,21.0,제작·런칭
2026-04,VST-26Q2,VST,12.3인치 인포테인먼트,TV,12.3인치 인포테인먼트 TV·CTV 크리에이티브,5.1,160.3,0,0,32.0,제작·런칭
2026-04,VST-26Q2,VST,12.3인치 인포테인먼트,DIG,12.3인치 인포테인먼트 디지털 크리에이티브,3.8,404.9,3830,0.95,9.5,제작·런칭
2026-04,VST-26Q2,VST,12.3인치 인포테인먼트,SOC,12.3인치 인포테인먼트 소셜 크리에이티브,2.3,320.6,4395,1.37,7.2,제작·런칭
2026-04,VST-26Q2,VST,12.3인치 인포테인먼트,SRCH,12.3인치 인포테인먼트 검색 크리에이티브,1.5,73.3,2578,3.52,21.0,제작·런칭
2026-04,AUR-26Q2,AUR,ADAS 3.0,TV,ADAS 3.0 TV·CTV 크리에이티브,2.2,69.0,0,0,32.0,제작·런칭
2026-04,AUR-26Q2,AUR,ADAS 3.0,DIG,ADAS 3.0 디지털 크리에이티브,1.7,174.4,1525,0.87,9.5,제작·런칭
2026-04,AUR-26Q2,AUR,ADAS 3.0,SOC,ADAS 3.0 소셜 크리에이티브,1.0,138.1,1825,1.32,7.2,제작·런칭
2026-04,AUR-26Q2,AUR,ADAS 3.0,SRCH,ADAS 3.0 검색 크리에이티브,0.7,31.6,1129,3.58,21.0,제작·런칭
2026-04,MRD-26Q2,MRD,가치 패키지,TV,가치 패키지 TV·CTV 크리에이티브,3.2,98.6,0,0,32.0,제작·런칭
2026-04,MRD-26Q2,MRD,가치 패키지,DIG,가치 패키지 디지털 크리에이티브,2.4,249.2,2037,0.82,9.5,제작·런칭
2026-04,MRD-26Q2,MRD,가치 패키지,SOC,가치 패키지 소셜 크리에이티브,1.4,197.3,2691,1.36,7.2,제작·런칭
2026-04,MRD-26Q2,MRD,가치 패키지,SRCH,가치 패키지 검색 크리에이티브,0.9,45.1,1528,3.39,21.0,제작·런칭
2026-04,NOV-26Q2,NOV,슬라이딩 편의,TV,슬라이딩 편의 TV·CTV 크리에이티브,2.6,80.1,0,0,32.0,제작·런칭
2026-04,NOV-26Q2,NOV,슬라이딩 편의,DIG,슬라이딩 편의 디지털 크리에이티브,1.9,202.5,1818,0.9,9.5,제작·런칭
2026-04,NOV-26Q2,NOV,슬라이딩 편의,SOC,슬라이딩 편의 소셜 크리에이티브,1.2,160.3,2380,1.48,7.2,제작·런칭
2026-04,NOV-26Q2,NOV,슬라이딩 편의,SRCH,슬라이딩 편의 검색 크리에이티브,0.8,36.6,1284,3.5,21.0,제작·런칭
2026-04,LUM-26Q2,LUM,OTA 2.0 커넥티드,TV,OTA 2.0 커넥티드 TV·CTV 크리에이티브,2.6,80.1,0,0,32.0,제작·런칭
2026-04,LUM-26Q2,LUM,OTA 2.0 커넥티드,DIG,OTA 2.0 커넥티드 디지털 크리에이티브,1.9,202.5,1653,0.82,9.5,제작·런칭
2026-04,LUM-26Q2,LUM,OTA 2.0 커넥티드,SOC,OTA 2.0 커넥티드 소셜 크리에이티브,1.2,160.3,2252,1.4,7.2,제작·런칭
2026-04,LUM-26Q2,LUM,OTA 2.0 커넥티드,SRCH,OTA 2.0 커넥티드 검색 크리에이티브,0.8,36.6,1145,3.12,21.0,제작·런칭
