ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2025-01,TRN-25Q1,TRN,V6 토잉 패키지,TV,V6 토잉 패키지 TV·CTV 크리에이티브,4.6,145.3,0,0,32.0,제작·런칭
2025-01,TRN-25Q1,TRN,V6 토잉 패키지,DIG,V6 토잉 패키지 디지털 크리에이티브,3.5,367.0,3277,0.89,9.5,제작·런칭
2025-01,TRN-25Q1,TRN,V6 토잉 패키지,SOC,V6 토잉 패키지 소셜 크리에이티브,2.1,290.5,3897,1.34,7.2,제작·런칭
2025-01,TRN-25Q1,TRN,V6 토잉 패키지,SRCH,V6 토잉 패키지 검색 크리에이티브,1.4,66.4,2265,3.41,21.0,제작·런칭
2025-01,VST-25Q1,VST,하이브리드 연비,TV,하이브리드 연비 TV·CTV 크리에이티브,5.0,157.4,0,0,32.0,제작·런칭
2025-01,VST-25Q1,VST,하이브리드 연비,DIG,하이브리드 연비 디지털 크리에이티브,3.8,397.6,3903,0.98,9.5,제작·런칭
2025-01,VST-25Q1,VST,하이브리드 연비,SOC,하이브리드 연비 소셜 크리에이티브,2.3,314.7,4341,1.38,7.2,제작·런칭
2025-01,VST-25Q1,VST,하이브리드 연비,SRCH,하이브리드 연비 검색 크리에이티브,1.5,71.9,2466,3.43,21.0,제작·런칭
2025-01,AUR-25Q1,AUR,롱레인지 배터리,TV,롱레인지 배터리 TV·CTV 크리에이티브,2.9,92.0,0,0,32.0,제작·런칭
2025-01,AUR-25Q1,AUR,롱레인지 배터리,DIG,롱레인지 배터리 디지털 크리에이티브,2.2,232.4,1947,0.84,9.5,제작·런칭
2025-01,AUR-25Q1,AUR,롱레인지 배터리,SOC,롱레인지 배터리 소셜 크리에이티브,1.3,184.0,2519,1.37,7.2,제작·런칭
2025-01,AUR-25Q1,AUR,롱레인지 배터리,SRCH,롱레인지 배터리 검색 크리에이티브,0.9,42.1,1394,3.31,21.0,제작·런칭
2025-01,MRD-25Q1,MRD,스포츠 다이내믹,TV,스포츠 다이내믹 TV·CTV 크리에이티브,3.1,96.8,0,0,32.0,제작·런칭
2025-01,MRD-25Q1,MRD,스포츠 다이내믹,DIG,스포츠 다이내믹 디지털 크리에이티브,2.3,244.6,2230,0.91,9.5,제작·런칭
2025-01,MRD-25Q1,MRD,스포츠 다이내믹,SOC,스포츠 다이내믹 소셜 크리에이티브,1.4,193.7,2557,1.32,7.2,제작·런칭
2025-01,MRD-25Q1,MRD,스포츠 다이내믹,SRCH,스포츠 다이내믹 검색 크리에이티브,0.9,44.3,1569,3.54,21.0,제작·런칭
2025-01,NOV-25Q1,NOV,패밀리 라운지 시트,TV,패밀리 라운지 시트 TV·CTV 크리에이티브,2.5,78.7,0,0,32.0,제작·런칭
2025-01,NOV-25Q1,NOV,패밀리 라운지 시트,DIG,패밀리 라운지 시트 디지털 크리에이티브,1.9,198.8,1842,0.93,9.5,제작·런칭
2025-01,NOV-25Q1,NOV,패밀리 라운지 시트,SOC,패밀리 라운지 시트 소셜 크리에이티브,1.1,157.4,2166,1.38,7.2,제작·런칭
2025-01,NOV-25Q1,NOV,패밀리 라운지 시트,SRCH,패밀리 라운지 시트 검색 크리에이티브,0.8,36.0,1172,3.26,21.0,제작·런칭
2025-01,LUM-25Q1,LUM,V2L 파워,TV,V2L 파워 TV·CTV 크리에이티브,2.5,78.7,0,0,32.0,제작·런칭
2025-01,LUM-25Q1,LUM,V2L 파워,DIG,V2L 파워 디지털 크리에이티브,1.9,198.8,1629,0.82,9.5,제작·런칭
2025-01,LUM-25Q1,LUM,V2L 파워,SOC,V2L 파워 소셜 크리에이티브,1.1,157.4,2090,1.33,7.2,제작·런칭
2025-01,LUM-25Q1,LUM,V2L 파워,SRCH,V2L 파워 검색 크리에이티브,0.8,36.0,1204,3.35,21.0,제작·런칭
