ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2026-05,TRN-26Q2,TRN,X-Pro 오프로드,TV,X-Pro 오프로드 TV·CTV 크리에이티브,4.8,150.1,0,0,32.0,집행중
2026-05,TRN-26Q2,TRN,X-Pro 오프로드,DIG,X-Pro 오프로드 디지털 크리에이티브,3.6,379.3,3847,1.01,9.5,집행중
2026-05,TRN-26Q2,TRN,X-Pro 오프로드,SOC,X-Pro 오프로드 소셜 크리에이티브,2.2,300.2,3905,1.3,7.2,집행중
2026-05,TRN-26Q2,TRN,X-Pro 오프로드,SRCH,X-Pro 오프로드 검색 크리에이티브,1.4,68.6,2378,3.46,21.0,집행중
2026-05,VST-26Q2,VST,12.3인치 인포테인먼트,TV,12.3인치 인포테인먼트 TV·CTV 크리에이티브,5.2,162.6,0,0,32.0,집행중
2026-05,VST-26Q2,VST,12.3인치 인포테인먼트,DIG,12.3인치 인포테인먼트 디지털 크리에이티브,3.9,410.9,3498,0.85,9.5,집행중
2026-05,VST-26Q2,VST,12.3인치 인포테인먼트,SOC,12.3인치 인포테인먼트 소셜 크리에이티브,2.3,325.3,4904,1.51,7.2,집행중
2026-05,VST-26Q2,VST,12.3인치 인포테인먼트,SRCH,12.3인치 인포테인먼트 검색 크리에이티브,1.6,74.3,2485,3.34,21.0,집행중
2026-05,AUR-26Q2,AUR,ADAS 3.0,TV,ADAS 3.0 TV·CTV 크리에이티브,2.2,70.1,0,0,32.0,집행중
2026-05,AUR-26Q2,AUR,ADAS 3.0,DIG,ADAS 3.0 디지털 크리에이티브,1.7,177.0,1522,0.86,9.5,집행중
2026-05,AUR-26Q2,AUR,ADAS 3.0,SOC,ADAS 3.0 소셜 크리에이티브,1.0,140.1,1913,1.37,7.2,집행중
2026-05,AUR-26Q2,AUR,ADAS 3.0,SRCH,ADAS 3.0 검색 크리에이티브,0.7,32.0,1100,3.43,21.0,집행중
2026-05,MRD-26Q2,MRD,가치 패키지,TV,가치 패키지 TV·CTV 크리에이티브,3.2,100.1,0,0,32.0,집행중
2026-05,MRD-26Q2,MRD,가치 패키지,DIG,가치 패키지 디지털 크리에이티브,2.4,252.8,2301,0.91,9.5,집행중
2026-05,MRD-26Q2,MRD,가치 패키지,SOC,가치 패키지 소셜 크리에이티브,1.4,200.2,2774,1.39,7.2,집행중
2026-05,MRD-26Q2,MRD,가치 패키지,SRCH,가치 패키지 검색 크리에이티브,1.0,45.8,1408,3.08,21.0,집행중
2026-05,NOV-26Q2,NOV,슬라이딩 편의,TV,슬라이딩 편의 TV·CTV 크리에이티브,2.6,81.3,0,0,32.0,집행중
2026-05,NOV-26Q2,NOV,슬라이딩 편의,DIG,슬라이딩 편의 디지털 크리에이티브,2.0,205.4,1667,0.81,9.5,집행중
2026-05,NOV-26Q2,NOV,슬라이딩 편의,SOC,슬라이딩 편의 소셜 크리에이티브,1.2,162.6,2126,1.31,7.2,집행중
2026-05,NOV-26Q2,NOV,슬라이딩 편의,SRCH,슬라이딩 편의 검색 크리에이티브,0.8,37.2,1289,3.47,21.0,집행중
2026-05,LUM-26Q2,LUM,OTA 2.0 커넥티드,TV,OTA 2.0 커넥티드 TV·CTV 크리에이티브,2.6,81.3,0,0,32.0,집행중
2026-05,LUM-26Q2,LUM,OTA 2.0 커넥티드,DIG,OTA 2.0 커넥티드 디지털 크리에이티브,2.0,205.4,1868,0.91,9.5,집행중
2026-05,LUM-26Q2,LUM,OTA 2.0 커넥티드,SOC,OTA 2.0 커넥티드 소셜 크리에이티브,1.2,162.6,2337,1.44,7.2,집행중
2026-05,LUM-26Q2,LUM,OTA 2.0 커넥티드,SRCH,OTA 2.0 커넥티드 검색 크리에이티브,0.8,37.2,1327,3.57,21.0,집행중
