ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2025-04,TRN-25Q2,TRN,V6 토잉 패키지,TV,V6 토잉 패키지 TV·CTV 크리에이티브,4.7,148.0,0,0,32.0,제작·런칭
2025-04,TRN-25Q2,TRN,V6 토잉 패키지,DIG,V6 토잉 패키지 디지털 크리에이티브,3.6,373.8,3340,0.89,9.5,제작·런칭
2025-04,TRN-25Q2,TRN,V6 토잉 패키지,SOC,V6 토잉 패키지 소셜 크리에이티브,2.1,295.9,3908,1.32,7.2,제작·런칭
2025-04,TRN-25Q2,TRN,V6 토잉 패키지,SRCH,V6 토잉 패키지 검색 크리에이티브,1.4,67.6,2250,3.33,21.0,제작·런칭
2025-04,VST-25Q2,VST,하이브리드 연비,TV,하이브리드 연비 TV·CTV 크리에이티브,5.1,160.3,0,0,32.0,제작·런칭
2025-04,VST-25Q2,VST,하이브리드 연비,DIG,하이브리드 연비 디지털 크리에이티브,3.8,404.9,3759,0.93,9.5,제작·런칭
2025-04,VST-25Q2,VST,하이브리드 연비,SOC,하이브리드 연비 소셜 크리에이티브,2.3,320.6,4737,1.48,7.2,제작·런칭
2025-04,VST-25Q2,VST,하이브리드 연비,SRCH,하이브리드 연비 검색 크리에이티브,1.5,73.3,2355,3.21,21.0,제작·런칭
2025-04,AUR-25Q2,AUR,롱레인지 배터리,TV,롱레인지 배터리 TV·CTV 크리에이티브,3.0,93.7,0,0,32.0,제작·런칭
2025-04,AUR-25Q2,AUR,롱레인지 배터리,DIG,롱레인지 배터리 디지털 크리에이티브,2.2,236.7,1945,0.82,9.5,제작·런칭
2025-04,AUR-25Q2,AUR,롱레인지 배터리,SOC,롱레인지 배터리 소셜 크리에이티브,1.3,187.4,2693,1.44,7.2,제작·런칭
2025-04,AUR-25Q2,AUR,롱레인지 배터리,SRCH,롱레인지 배터리 검색 크리에이티브,0.9,42.8,1527,3.56,21.0,제작·런칭
2025-04,MRD-25Q2,MRD,스포츠 다이내믹,TV,스포츠 다이내믹 TV·CTV 크리에이티브,3.2,98.6,0,0,32.0,제작·런칭
2025-04,MRD-25Q2,MRD,스포츠 다이내믹,DIG,스포츠 다이내믹 디지털 크리에이티브,2.4,249.2,2241,0.9,9.5,제작·런칭
2025-04,MRD-25Q2,MRD,스포츠 다이내믹,SOC,스포츠 다이내믹 소셜 크리에이티브,1.4,197.3,2857,1.45,7.2,제작·런칭
2025-04,MRD-25Q2,MRD,스포츠 다이내믹,SRCH,스포츠 다이내믹 검색 크리에이티브,0.9,45.1,1634,3.62,21.0,제작·런칭
2025-04,NOV-25Q2,NOV,패밀리 라운지 시트,TV,패밀리 라운지 시트 TV·CTV 크리에이티브,2.6,80.1,0,0,32.0,제작·런칭
2025-04,NOV-25Q2,NOV,패밀리 라운지 시트,DIG,패밀리 라운지 시트 디지털 크리에이티브,1.9,202.5,1835,0.91,9.5,제작·런칭
2025-04,NOV-25Q2,NOV,패밀리 라운지 시트,SOC,패밀리 라운지 시트 소셜 크리에이티브,1.2,160.3,2229,1.39,7.2,제작·런칭
2025-04,NOV-25Q2,NOV,패밀리 라운지 시트,SRCH,패밀리 라운지 시트 검색 크리에이티브,0.8,36.6,1179,3.22,21.0,제작·런칭
2025-04,LUM-25Q2,LUM,V2L 파워,TV,V2L 파워 TV·CTV 크리에이티브,2.6,80.1,0,0,32.0,제작·런칭
2025-04,LUM-25Q2,LUM,V2L 파워,DIG,V2L 파워 디지털 크리에이티브,1.9,202.5,1811,0.89,9.5,제작·런칭
2025-04,LUM-25Q2,LUM,V2L 파워,SOC,V2L 파워 소셜 크리에이티브,1.2,160.3,2000,1.25,7.2,제작·런칭
2025-04,LUM-25Q2,LUM,V2L 파워,SRCH,V2L 파워 검색 크리에이티브,0.8,36.6,1254,3.42,21.0,제작·런칭
