ym,campaign_id,model_id,feature_focus,medium,asset_name,spend_musd,impressions_m,clicks_k,ctr_pct,cpm_usd,status
2026-07,TRN-26Q3,TRN,X-Pro 오프로드,TV,X-Pro 오프로드 TV·CTV 크리에이티브,4.7,147.4,0,0,32.0,제작·런칭
2026-07,TRN-26Q3,TRN,X-Pro 오프로드,DIG,X-Pro 오프로드 디지털 크리에이티브,3.5,372.4,3117,0.84,9.5,제작·런칭
2026-07,TRN-26Q3,TRN,X-Pro 오프로드,SOC,X-Pro 오프로드 소셜 크리에이티브,2.1,294.8,3992,1.35,7.2,제작·런칭
2026-07,TRN-26Q3,TRN,X-Pro 오프로드,SRCH,X-Pro 오프로드 검색 크리에이티브,1.4,67.4,2415,3.58,21.0,제작·런칭
2026-07,VST-26Q3,VST,12.3인치 인포테인먼트,TV,12.3인치 인포테인먼트 TV·CTV 크리에이티브,5.1,159.7,0,0,32.0,제작·런칭
2026-07,VST-26Q3,VST,12.3인치 인포테인먼트,DIG,12.3인치 인포테인먼트 디지털 크리에이티브,3.8,403.5,3751,0.93,9.5,제작·런칭
2026-07,VST-26Q3,VST,12.3인치 인포테인먼트,SOC,12.3인치 인포테인먼트 소셜 크리에이티브,2.3,319.4,4517,1.41,7.2,제작·런칭
2026-07,VST-26Q3,VST,12.3인치 인포테인먼트,SRCH,12.3인치 인포테인먼트 검색 크리에이티브,1.5,73.0,2242,3.07,21.0,제작·런칭
2026-07,AUR-26Q3,AUR,ADAS 3.0,TV,ADAS 3.0 TV·CTV 크리에이티브,1.6,49.1,0,0,32.0,제작·런칭
2026-07,AUR-26Q3,AUR,ADAS 3.0,DIG,ADAS 3.0 디지털 크리에이티브,1.2,124.1,1116,0.9,9.5,제작·런칭
2026-07,AUR-26Q3,AUR,ADAS 3.0,SOC,ADAS 3.0 소셜 크리에이티브,0.7,98.3,1315,1.34,7.2,제작·런칭
2026-07,AUR-26Q3,AUR,ADAS 3.0,SRCH,ADAS 3.0 검색 크리에이티브,0.5,22.5,764,3.4,21.0,제작·런칭
2026-07,MRD-26Q3,MRD,가치 패키지,TV,가치 패키지 TV·CTV 크리에이티브,3.1,98.3,0,0,32.0,제작·런칭
2026-07,MRD-26Q3,MRD,가치 패키지,DIG,가치 패키지 디지털 크리에이티브,2.4,248.3,2004,0.81,9.5,제작·런칭
2026-07,MRD-26Q3,MRD,가치 패키지,SOC,가치 패키지 소셜 크리에이티브,1.4,196.6,2626,1.34,7.2,제작·런칭
2026-07,MRD-26Q3,MRD,가치 패키지,SRCH,가치 패키지 검색 크리에이티브,0.9,44.9,1554,3.46,21.0,제작·런칭
2026-07,NOV-26Q3,NOV,슬라이딩 편의,TV,슬라이딩 편의 TV·CTV 크리에이티브,2.6,79.9,0,0,32.0,제작·런칭
2026-07,NOV-26Q3,NOV,슬라이딩 편의,DIG,슬라이딩 편의 디지털 크리에이티브,1.9,201.7,1689,0.84,9.5,제작·런칭
2026-07,NOV-26Q3,NOV,슬라이딩 편의,SOC,슬라이딩 편의 소셜 크리에이티브,1.1,159.7,2244,1.4,7.2,제작·런칭
2026-07,NOV-26Q3,NOV,슬라이딩 편의,SRCH,슬라이딩 편의 검색 크리에이티브,0.8,36.5,1257,3.44,21.0,제작·런칭
2026-07,LUM-26Q3,LUM,OTA 2.0 커넥티드,TV,OTA 2.0 커넥티드 TV·CTV 크리에이티브,2.6,79.9,0,0,32.0,제작·런칭
2026-07,LUM-26Q3,LUM,OTA 2.0 커넥티드,DIG,OTA 2.0 커넥티드 디지털 크리에이티브,1.9,201.7,1796,0.89,9.5,제작·런칭
2026-07,LUM-26Q3,LUM,OTA 2.0 커넥티드,SOC,OTA 2.0 커넥티드 소셜 크리에이티브,1.1,159.7,2358,1.48,7.2,제작·런칭
2026-07,LUM-26Q3,LUM,OTA 2.0 커넥티드,SRCH,OTA 2.0 커넥티드 검색 크리에이티브,0.8,36.5,1231,3.37,21.0,제작·런칭
