ym,zone_id,model_id,voc_cnt,service_in_cnt,booking_delay_days,campaign_repair_cnt
2024-02,west,TRN,71,342,4.1,0
2024-02,central,TRN,45,223,3.2,0
2024-02,south,TRN,57,289,3.7,0
2024-02,northeast,TRN,39,223,2.5,0
2024-02,southeast,TRN,50,236,2.5,0
2024-02,west,VST,60,370,3.8,0
2024-02,central,VST,48,242,3.0,0
2024-02,south,VST,58,313,2.6,0
2024-02,northeast,VST,53,242,3.5,0
2024-02,southeast,VST,55,256,2.5,0
2024-02,west,AUR,30,146,2.8,0
2024-02,central,AUR,10,53,3.9,0
2024-02,south,AUR,16,69,3.1,0
2024-02,northeast,AUR,20,95,3.7,0
2024-02,southeast,AUR,16,75,3.8,0
2024-02,west,MRD,39,228,3.0,0
2024-02,central,MRD,28,149,3.3,0
2024-02,south,MRD,38,193,3.7,0
2024-02,northeast,MRD,24,149,4.0,0
2024-02,southeast,MRD,26,158,3.5,0
2024-02,west,NOV,36,185,2.8,0
2024-02,central,NOV,24,121,3.1,0
2024-02,south,NOV,28,157,2.5,0
2024-02,northeast,NOV,23,121,2.8,0
2024-02,southeast,NOV,26,128,2.1,0
2024-02,west,LUM,46,237,3.3,0
2024-02,central,LUM,17,86,3.1,0
2024-02,south,LUM,20,112,3.0,0
2024-02,northeast,LUM,32,155,2.6,0
2024-02,southeast,LUM,23,122,3.1,0
