ym,zone_id,model_id,voc_cnt,service_in_cnt,booking_delay_days,campaign_repair_cnt
2026-02,west,TRN,70,362,3.1,0
2026-02,central,TRN,41,237,2.9,0
2026-02,south,TRN,59,306,3.9,0
2026-02,northeast,TRN,46,237,3.0,0
2026-02,southeast,TRN,51,251,3.2,0
2026-02,west,VST,68,392,4.0,0
2026-02,central,VST,52,256,3.1,0
2026-02,south,VST,68,332,3.1,0
2026-02,northeast,VST,47,256,2.5,0
2026-02,southeast,VST,58,271,3.2,0
2026-02,west,AUR,28,155,3.4,0
2026-02,central,AUR,11,56,3.2,0
2026-02,south,AUR,14,73,4.0,0
2026-02,northeast,AUR,20,101,4.2,0
2026-02,southeast,AUR,15,79,3.1,0
2026-02,west,MRD,41,241,3.3,0
2026-02,central,MRD,29,158,3.6,0
2026-02,south,MRD,37,204,3.5,0
2026-02,northeast,MRD,30,158,3.8,0
2026-02,southeast,MRD,36,167,4.0,0
2026-02,west,NOV,31,196,3.1,0
2026-02,central,NOV,24,128,3.3,0
2026-02,south,NOV,34,166,2.8,0
2026-02,northeast,NOV,22,128,2.9,0
2026-02,southeast,NOV,25,136,3.7,0
2026-02,west,LUM,47,251,3.2,0
2026-02,central,LUM,19,91,3.1,0
2026-02,south,LUM,24,118,2.9,0
2026-02,northeast,LUM,34,164,3.3,0
2026-02,southeast,LUM,26,129,2.7,0
