ym,zone_id,model_id,voc_cnt,service_in_cnt,booking_delay_days,campaign_repair_cnt
2025-11,west,TRN,71,359,2.9,0
2025-11,central,TRN,50,235,2.9,0
2025-11,south,TRN,57,304,3.3,0
2025-11,northeast,TRN,49,235,2.7,0
2025-11,southeast,TRN,47,249,2.9,0
2025-11,west,VST,79,389,3.2,0
2025-11,central,VST,42,255,3.0,0
2025-11,south,VST,67,329,3.5,0
2025-11,northeast,VST,47,255,3.9,0
2025-11,southeast,VST,51,270,2.8,0
2025-11,west,AUR,28,154,4.0,0
2025-11,central,AUR,11,56,2.8,0
2025-11,south,AUR,14,72,3.9,0
2025-11,northeast,AUR,18,100,2.6,0
2025-11,southeast,AUR,14,79,3.8,0
2025-11,west,MRD,42,240,3.5,0
2025-11,central,MRD,26,157,3.0,0
2025-11,south,MRD,40,203,3.2,0
2025-11,northeast,MRD,28,157,3.2,0
2025-11,southeast,MRD,35,166,3.2,0
2025-11,west,NOV,36,195,2.9,0
2025-11,central,NOV,23,127,3.7,0
2025-11,south,NOV,30,165,4.4,0
2025-11,northeast,NOV,28,127,3.6,0
2025-11,southeast,NOV,28,135,3.0,0
2025-11,west,LUM,44,250,3.6,0
2025-11,central,LUM,16,91,3.8,0
2025-11,south,LUM,23,117,3.5,0
2025-11,northeast,LUM,33,163,3.2,0
2025-11,southeast,LUM,21,128,2.8,0
