ym,zone_id,model_id,voc_cnt,service_in_cnt,booking_delay_days,campaign_repair_cnt
2024-05,west,TRN,68,344,3.5,0
2024-05,central,TRN,44,225,3.7,0
2024-05,south,TRN,54,291,3.0,0
2024-05,northeast,TRN,44,225,3.2,0
2024-05,southeast,TRN,39,238,3.2,0
2024-05,west,VST,69,373,4.0,0
2024-05,central,VST,47,244,3.4,0
2024-05,south,VST,58,315,3.9,0
2024-05,northeast,VST,52,244,2.6,0
2024-05,southeast,VST,55,258,3.3,0
2024-05,west,AUR,29,147,3.4,0
2024-05,central,AUR,11,53,3.3,0
2024-05,south,AUR,12,69,3.8,0
2024-05,northeast,AUR,18,96,2.2,0
2024-05,southeast,AUR,16,75,3.5,0
2024-05,west,MRD,45,229,3.5,0
2024-05,central,MRD,29,150,3.3,0
2024-05,south,MRD,40,194,3.2,0
2024-05,northeast,MRD,30,150,3.1,0
2024-05,southeast,MRD,29,159,3.4,0
2024-05,west,NOV,37,186,3.0,0
2024-05,central,NOV,23,122,3.0,0
2024-05,south,NOV,30,158,4.2,0
2024-05,northeast,NOV,24,122,4.3,0
2024-05,southeast,NOV,24,129,3.7,0
2024-05,west,LUM,42,239,3.3,0
2024-05,central,LUM,17,87,2.3,0
2024-05,south,LUM,18,112,4.0,0
2024-05,northeast,LUM,34,156,3.3,0
2024-05,southeast,LUM,21,123,2.4,0
