ym,zone_id,model_id,voc_cnt,service_in_cnt,booking_delay_days,campaign_repair_cnt
2026-01,west,TRN,65,361,3.4,0
2026-01,central,TRN,39,236,3.3,0
2026-01,south,TRN,61,306,2.3,0
2026-01,northeast,TRN,46,236,4.4,0
2026-01,southeast,TRN,46,250,3.6,0
2026-01,west,VST,80,391,4.0,0
2026-01,central,VST,41,256,3.2,0
2026-01,south,VST,66,331,3.3,0
2026-01,northeast,VST,51,256,2.4,0
2026-01,southeast,VST,54,271,3.6,0
2026-01,west,AUR,27,154,2.9,0
2026-01,central,AUR,10,56,2.4,0
2026-01,south,AUR,13,73,3.8,0
2026-01,northeast,AUR,20,101,3.1,0
2026-01,southeast,AUR,13,79,2.8,0
2026-01,west,MRD,48,241,3.1,0
2026-01,central,MRD,28,157,3.1,0
2026-01,south,MRD,38,204,3.3,0
2026-01,northeast,MRD,28,157,2.7,0
2026-01,southeast,MRD,30,167,4.7,0
2026-01,west,NOV,42,196,4.1,0
2026-01,central,NOV,22,128,3.1,0
2026-01,south,NOV,32,166,3.5,0
2026-01,northeast,NOV,25,128,4.2,0
2026-01,southeast,NOV,28,135,3.1,0
2026-01,west,LUM,48,251,3.4,0
2026-01,central,LUM,19,91,3.6,0
2026-01,south,LUM,23,118,2.8,0
2026-01,northeast,LUM,31,164,3.0,0
2026-01,southeast,LUM,22,129,3.4,0
