ym,zone_id,model_id,voc_cnt,service_in_cnt,booking_delay_days,campaign_repair_cnt
2024-10,west,TRN,68,348,3.2,0
2024-10,central,TRN,42,228,3.4,0
2024-10,south,TRN,64,295,2.7,0
2024-10,northeast,TRN,42,228,3.0,0
2024-10,southeast,TRN,45,241,3.4,0
2024-10,west,VST,76,377,3.2,0
2024-10,central,VST,47,247,3.0,0
2024-10,south,VST,60,319,3.5,0
2024-10,northeast,VST,50,247,3.5,0
2024-10,southeast,VST,49,261,2.9,0
2024-10,west,AUR,30,149,3.4,0
2024-10,central,AUR,11,54,2.8,0
2024-10,south,AUR,13,70,3.3,0
2024-10,northeast,AUR,21,97,2.8,0
2024-10,southeast,AUR,15,76,2.2,0
2024-10,west,MRD,39,232,3.2,0
2024-10,central,MRD,31,152,2.9,0
2024-10,south,MRD,35,197,4.3,0
2024-10,northeast,MRD,29,152,3.0,0
2024-10,southeast,MRD,32,161,3.5,0
2024-10,west,NOV,37,189,3.1,0
2024-10,central,NOV,22,123,2.6,0
2024-10,south,NOV,23,160,3.6,0
2024-10,northeast,NOV,23,123,3.1,0
2024-10,southeast,NOV,24,131,2.0,0
2024-10,west,LUM,48,242,3.3,0
2024-10,central,LUM,16,88,3.2,0
2024-10,south,LUM,20,114,2.8,0
2024-10,northeast,LUM,32,158,3.3,0
2024-10,southeast,LUM,23,124,3.2,0
