ym,zone_id,model_id,voc_cnt,service_in_cnt,booking_delay_days,campaign_repair_cnt
2026-06,west,TRN,72,365,3.2,0
2026-06,central,TRN,50,239,2.8,0
2026-06,south,TRN,55,309,3.1,0
2026-06,northeast,TRN,42,239,3.9,0
2026-06,southeast,TRN,47,253,3.4,0
2026-06,west,VST,66,396,1.8,0
2026-06,central,VST,52,259,3.3,0
2026-06,south,VST,69,335,2.7,0
2026-06,northeast,VST,49,259,3.2,0
2026-06,southeast,VST,48,274,2.5,0
2026-06,west,AUR,67,197,7.7,59
2026-06,central,AUR,21,71,7.6,21
2026-06,south,AUR,27,92,7.4,28
2026-06,northeast,AUR,43,129,8.1,39
2026-06,southeast,AUR,33,101,7.4,30
2026-06,west,MRD,47,244,3.6,0
2026-06,central,MRD,31,159,2.6,0
2026-06,south,MRD,37,206,3.8,0
2026-06,northeast,MRD,34,159,3.4,0
2026-06,southeast,MRD,29,169,3.0,0
2026-06,west,NOV,36,198,2.6,0
2026-06,central,NOV,22,129,2.8,0
2026-06,south,NOV,34,167,3.0,0
2026-06,northeast,NOV,23,129,2.9,0
2026-06,southeast,NOV,26,137,3.9,0
2026-06,west,LUM,44,254,3.1,0
2026-06,central,LUM,18,92,2.9,0
2026-06,south,LUM,22,119,3.2,0
2026-06,northeast,LUM,32,166,2.5,0
2026-06,southeast,LUM,26,130,3.3,0
