ym_order,model_id,trim_id,order_qty,target_ds_days,estimated
2026-08,TRN,TRN-CO,6660,60,1
2026-08,TRN,TRN-PR,7712,60,1
2026-08,TRN,TRN-SU,3155,60,1
2026-08,VST,VST-CO,7574,60,1
2026-08,VST,VST-PR,8770,60,1
2026-08,VST,VST-TR,3588,60,1
2026-08,AUR,AUR-AI,2597,60,1
2026-08,AUR,AUR-RA,3007,60,1
2026-08,AUR,AUR-MA,1230,60,1
2026-08,MRD,MRD-CO,4585,60,1
2026-08,MRD,MRD-PR,5309,60,1
2026-08,MRD,MRD-SP,2172,60,1
2026-08,NOV,NOV-CO,3539,60,1
2026-08,NOV,NOV-PR,4098,60,1
2026-08,NOV,NOV-LO,1676,60,1
2026-08,LUM,LUM-AI,3990,60,1
2026-08,LUM,LUM-RA,4620,60,1
2026-08,LUM,LUM-SP,1890,60,1
