ym_order,model_id,trim_id,order_qty,target_ds_days,estimated
2025-09,TRN,TRN-CO,5640,60,1
2025-09,TRN,TRN-PR,6530,60,1
2025-09,TRN,TRN-SU,2671,60,1
2025-09,VST,VST-CO,5847,60,1
2025-09,VST,VST-PR,6771,60,1
2025-09,VST,VST-TR,2770,60,1
2025-09,AUR,AUR-AI,1851,60,1
2025-09,AUR,AUR-RA,2143,60,1
2025-09,AUR,AUR-MA,877,60,1
2025-09,MRD,MRD-CO,4206,60,1
2025-09,MRD,MRD-PR,4870,60,1
2025-09,MRD,MRD-SP,1992,60,1
2025-09,NOV,NOV-CO,3224,60,1
2025-09,NOV,NOV-PR,3734,60,1
2025-09,NOV,NOV-LO,1527,60,1
2025-09,LUM,LUM-AI,3418,60,1
2025-09,LUM,LUM-RA,3957,60,1
2025-09,LUM,LUM-SP,1619,60,1
