ym_order,model_id,trim_id,order_qty,target_ds_days,estimated
2025-12,TRN,TRN-CO,7658,60,1
2025-12,TRN,TRN-PR,8867,60,1
2025-12,TRN,TRN-SU,3627,60,1
2025-12,VST,VST-CO,8259,60,1
2025-12,VST,VST-PR,9563,60,1
2025-12,VST,VST-TR,3912,60,1
2025-12,AUR,AUR-AI,2634,60,1
2025-12,AUR,AUR-RA,3049,60,1
2025-12,AUR,AUR-MA,1247,60,1
2025-12,MRD,MRD-CO,3664,60,1
2025-12,MRD,MRD-PR,4242,60,1
2025-12,MRD,MRD-SP,1735,60,1
2025-12,NOV,NOV-CO,3102,60,1
2025-12,NOV,NOV-PR,3592,60,1
2025-12,NOV,NOV-LO,1469,60,1
2025-12,LUM,LUM-AI,3718,60,1
2025-12,LUM,LUM-RA,4305,60,1
2025-12,LUM,LUM-SP,1761,60,1
