ym_order,model_id,trim_id,order_qty,target_ds_days,estimated
2025-05,TRN,TRN-CO,6720,60,1
2025-05,TRN,TRN-PR,7781,60,1
2025-05,TRN,TRN-SU,3183,60,1
2025-05,VST,VST-CO,7167,60,1
2025-05,VST,VST-PR,8298,60,1
2025-05,VST,VST-TR,3395,60,1
2025-05,AUR,AUR-AI,2486,60,1
2025-05,AUR,AUR-RA,2879,60,1
2025-05,AUR,AUR-MA,1178,60,1
2025-05,MRD,MRD-CO,3974,60,1
2025-05,MRD,MRD-PR,4602,60,1
2025-05,MRD,MRD-SP,1883,60,1
2025-05,NOV,NOV-CO,2945,60,1
2025-05,NOV,NOV-PR,3410,60,1
2025-05,NOV,NOV-LO,1395,60,1
2025-05,LUM,LUM-AI,3453,60,1
2025-05,LUM,LUM-RA,3998,60,1
2025-05,LUM,LUM-SP,1636,60,1
