ym_order,model_id,trim_id,order_qty,target_ds_days,estimated
2024-07,TRN,TRN-CO,5480,60,1
2024-07,TRN,TRN-PR,6345,60,1
2024-07,TRN,TRN-SU,2596,60,1
2024-07,VST,VST-CO,5846,60,1
2024-07,VST,VST-PR,6769,60,1
2024-07,VST,VST-TR,2769,60,1
2024-07,AUR,AUR-AI,1816,60,1
2024-07,AUR,AUR-RA,2102,60,1
2024-07,AUR,AUR-MA,860,60,1
2024-07,MRD,MRD-CO,4430,60,1
2024-07,MRD,MRD-PR,5130,60,1
2024-07,MRD,MRD-SP,2098,60,1
2024-07,NOV,NOV-CO,3082,60,1
2024-07,NOV,NOV-PR,3568,60,1
2024-07,NOV,NOV-LO,1460,60,1
2024-07,LUM,LUM-AI,3040,60,1
2024-07,LUM,LUM-RA,3520,60,1
2024-07,LUM,LUM-SP,1440,60,1
