ym_order,model_id,trim_id,order_qty,target_ds_days,estimated
2026-05,TRN,TRN-CO,7288,60,1
2026-05,TRN,TRN-PR,8439,60,1
2026-05,TRN,TRN-SU,3452,60,1
2026-05,VST,VST-CO,7750,60,1
2026-05,VST,VST-PR,8974,60,1
2026-05,VST,VST-TR,3671,60,1
2026-05,AUR,AUR-AI,2601,60,1
2026-05,AUR,AUR-RA,3012,60,1
2026-05,AUR,AUR-MA,1232,60,1
2026-05,MRD,MRD-CO,4280,60,1
2026-05,MRD,MRD-PR,4956,60,1
2026-05,MRD,MRD-SP,2027,60,1
2026-05,NOV,NOV-CO,3106,60,1
2026-05,NOV,NOV-PR,3597,60,1
2026-05,NOV,NOV-LO,1471,60,1
2026-05,LUM,LUM-AI,3622,60,1
2026-05,LUM,LUM-RA,4194,60,1
2026-05,LUM,LUM-SP,1716,60,1
