ym_order,model_id,trim_id,order_qty,target_ds_days,estimated
2025-01,TRN,TRN-CO,5070,60,1
2025-01,TRN,TRN-PR,5871,60,1
2025-01,TRN,TRN-SU,2402,60,1
2025-01,VST,VST-CO,5865,60,1
2025-01,VST,VST-PR,6792,60,1
2025-01,VST,VST-TR,2778,60,1
2025-01,AUR,AUR-AI,2041,60,1
2025-01,AUR,AUR-RA,2363,60,1
2025-01,AUR,AUR-MA,967,60,1
2025-01,MRD,MRD-CO,3378,60,1
2025-01,MRD,MRD-PR,3912,60,1
2025-01,MRD,MRD-SP,1600,60,1
2025-01,NOV,NOV-CO,3307,60,1
2025-01,NOV,NOV-PR,3829,60,1
2025-01,NOV,NOV-LO,1567,60,1
2025-01,LUM,LUM-AI,3458,60,1
2025-01,LUM,LUM-RA,4004,60,1
2025-01,LUM,LUM-SP,1638,60,1
