ym_order,model_id,trim_id,order_qty,target_ds_days,estimated
2026-07,TRN,TRN-CO,5857,60,1
2026-07,TRN,TRN-PR,6782,60,1
2026-07,TRN,TRN-SU,2774,60,1
2026-07,VST,VST-CO,6258,60,1
2026-07,VST,VST-PR,7246,60,1
2026-07,VST,VST-TR,2964,60,1
2026-07,AUR,AUR-AI,2110,60,1
2026-07,AUR,AUR-RA,2444,60,1
2026-07,AUR,AUR-MA,1000,60,1
2026-07,MRD,MRD-CO,4585,60,1
2026-07,MRD,MRD-PR,5309,60,1
2026-07,MRD,MRD-SP,2172,60,1
2026-07,NOV,NOV-CO,3539,60,1
2026-07,NOV,NOV-PR,4098,60,1
2026-07,NOV,NOV-LO,1676,60,1
2026-07,LUM,LUM-AI,3990,60,1
2026-07,LUM,LUM-RA,4620,60,1
2026-07,LUM,LUM-SP,1890,60,1
