prod_ym,vin,model_id,model_year,trim_id,engine,drivetrain,color,plant_id,dest_zone_id,msrp_usd
2026-07,VF3TPACXTU0039324,TRN,2026,TRN-PR,3.5 가솔린,AWD,스틸 그레이,US-GA,west,52000
2026-07,VF3TPADXTU0039325,TRN,2026,TRN-PR,3.5 가솔린,AWD,실버,US-GA,west,52000
2026-07,VF3TPAAXTU0039326,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,south,52000
2026-07,VF3TCAAXTU0039327,TRN,2026,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,west,47840
2026-07,VF3TPABXTU0039328,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,northeast,52000
2026-07,VF3TCACXTU0039329,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,US-GA,central,47840
2026-07,VF3TPABXTU0039330,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,south,52000
2026-07,VF3TCFBXTU0039331,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,US-GA,south,47840
2026-07,VF3TCACXTU0039332,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,US-GA,west,47840
2026-07,VF3TCADXTU0039333,TRN,2026,TRN-CO,3.5 가솔린,AWD,실버,US-GA,south,47840
2026-07,VF3TCFAXTU0039334,TRN,2026,TRN-CO,3.5 가솔린,FWD,스노우 화이트,US-GA,northeast,47840
2026-07,VF3TPFEXTU0039335,TRN,2026,TRN-PR,3.5 가솔린,FWD,오션 블루,US-GA,south,52000
2026-07,VF3TPFBXTU0039336,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,미드나잇 블랙,US-GA,south,52000
2026-07,VF3TPFBXTU0039337,TRN,2026,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,US-GA,west,52000
2026-07,VF3TPAEXTU0039338,TRN,2026,TRN-PR,3.5 가솔린,AWD,오션 블루,US-GA,west,52000
2026-07,VF3TCAAXTU0039339,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,US-GA,southeast,47840
2026-07,VF3TPFGXTU0039340,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,포레스트 그린,US-GA,west,52000
2026-07,VF3TPADXTU0039341,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,실버,US-GA,central,52000
2026-07,VF3TCAAXTU0039342,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,US-GA,central,47840
2026-07,VF3TPAFXTU0039343,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,US-GA,west,52000
2026-07,VF3TPABXTU0039344,TRN,2026,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,central,52000
2026-07,VF3TCADXTU0039345,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,실버,US-GA,central,47840
2026-07,VF3TPFEXTU0039346,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,오션 블루,US-GA,west,52000
2026-07,VF3TSFAXTU0039347,TRN,2026,TRN-SU,2.5T 하이브리드,FWD,스노우 화이트,US-GA,west,59280
2026-07,VF3TPFCXTU0039348,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,스틸 그레이,US-GA,southeast,52000
2026-07,VF3TSADXTU0039349,TRN,2026,TRN-SU,3.5 가솔린,AWD,실버,US-GA,southeast,59280
2026-07,VF3TCADXTU0039350,TRN,2026,TRN-CO,3.5 가솔린,AWD,실버,US-GA,west,47840
2026-07,VF3TCFFXTU0039351,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,US-GA,south,47840
2026-07,VF3TCAFXTU0039352,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,US-GA,west,47840
2026-07,VF3TSADXTU0039353,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,실버,US-GA,south,59280
2026-07,VF3TCAGXTU0039354,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,US-GA,central,47840
2026-07,VF3TPACXTU0039355,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,US-GA,central,52000
2026-07,VF3TSABXTU0039356,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,northeast,59280
2026-07,VF3TSACXTU0039357,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,스틸 그레이,US-GA,northeast,59280
2026-07,VF3TSAAXTU0039358,TRN,2026,TRN-SU,3.5 가솔린,AWD,스노우 화이트,US-GA,west,59280
2026-07,VF3TCACXTU0039359,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,US-GA,southeast,47840
2026-07,VF3TPADXTU0039360,TRN,2026,TRN-PR,3.5 가솔린,AWD,실버,US-GA,northeast,52000
2026-07,VF3TPFAXTU0039361,TRN,2026,TRN-PR,3.5 가솔린,FWD,스노우 화이트,US-GA,south,52000
2026-07,VF3TSAFXTU0039362,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,선셋 레드,US-GA,west,59280
2026-07,VF3TPABXTU0039363,TRN,2026,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,central,52000
2026-07,VF3TCABXTU0039364,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,southeast,47840
2026-07,VF3TSFEXTU0039365,TRN,2026,TRN-SU,2.5T 하이브리드,FWD,오션 블루,US-GA,south,59280
2026-07,VF3TCAFXTU0039366,TRN,2026,TRN-CO,3.5 가솔린,AWD,선셋 레드,US-GA,south,47840
2026-07,VF3TCABXTU0039367,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,southeast,47840
2026-07,VF3TPFAXTU0039368,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,스노우 화이트,US-GA,south,52000
2026-07,VF3TSAEXTU0039369,TRN,2026,TRN-SU,3.5 가솔린,AWD,오션 블루,US-GA,southeast,59280
2026-07,VF3TPAEXTU0039370,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,오션 블루,US-GA,central,52000
2026-07,VF3TCAEXTU0039371,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,오션 블루,US-GA,northeast,47840
2026-07,VF3TPADXTU0039372,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,실버,US-GA,northeast,52000
2026-07,VF3TSAAXTU0039373,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,스노우 화이트,US-GA,central,59280
2026-07,VF3TPAEXTU0039374,TRN,2026,TRN-PR,3.5 가솔린,AWD,오션 블루,US-GA,southeast,52000
2026-07,VF3TSFAXTU0039375,TRN,2026,TRN-SU,3.5 가솔린,FWD,스노우 화이트,US-GA,south,59280
2026-07,VF3TCFDXTU0039376,TRN,2026,TRN-CO,3.5 가솔린,FWD,실버,US-GA,south,47840
2026-07,VF3TCAFXTU0039377,TRN,2026,TRN-CO,3.5 가솔린,AWD,선셋 레드,US-GA,west,47840
2026-07,VF3TCAEXTU0039378,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,오션 블루,US-GA,central,47840
2026-07,VF3TSACXTU0039379,TRN,2026,TRN-SU,3.5 가솔린,AWD,스틸 그레이,US-GA,northeast,59280
2026-07,VF3TCACXTU0039380,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,US-GA,south,47840
2026-07,VF3TPFBXTU0039381,TRN,2026,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,US-GA,west,52000
2026-07,VF3TPABXTU0039382,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,central,52000
2026-07,VF3TPAAXTU0039383,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,south,52000
2026-07,VF3TSAEXTU0039384,TRN,2026,TRN-SU,3.5 가솔린,AWD,오션 블루,US-GA,west,59280
2026-07,VF3TPAEXTU0039385,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,오션 블루,US-GA,northeast,52000
2026-07,VF3TCAEXTU0039386,TRN,2026,TRN-CO,3.5 가솔린,AWD,오션 블루,US-GA,west,47840
2026-07,VF3TCAFXTU0039387,TRN,2026,TRN-CO,3.5 가솔린,AWD,선셋 레드,US-GA,central,47840
2026-07,VF3TSABXTU0039388,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,northeast,59280
2026-07,VF3TCFCXTU0039389,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,US-GA,south,47840
