prod_ym,vin,model_id,model_year,trim_id,engine,drivetrain,color,plant_id,dest_zone_id,msrp_usd
2025-10,VF3TPABXSU0026697,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,south,52000
2025-10,VF3TCACXTU0026698,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,US-GA,central,47840
2025-10,VF3TSABXTU0026699,TRN,2026,TRN-SU,3.5 가솔린,AWD,미드나잇 블랙,US-GA,west,59280
2025-10,VF3TSFBXTU0026700,TRN,2026,TRN-SU,2.5T 하이브리드,FWD,미드나잇 블랙,US-GA,southeast,59280
2025-10,VF3TPFFXTU0026701,TRN,2026,TRN-PR,3.5 가솔린,FWD,선셋 레드,US-GA,south,52000
2025-10,VF3TSADXSU0026702,TRN,2025,TRN-SU,3.5 가솔린,AWD,실버,US-GA,southeast,59280
2025-10,VF3TSFAXTU0026703,TRN,2026,TRN-SU,3.5 가솔린,FWD,스노우 화이트,US-GA,south,59280
2025-10,VF3TCACXSU0026704,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,US-GA,central,47840
2025-10,VF3TPADXTU0026705,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,실버,US-GA,west,52000
2025-10,VF3TCAGXSU0026706,TRN,2025,TRN-CO,3.5 가솔린,AWD,포레스트 그린,US-GA,west,47840
2025-10,VF3TCABXSU0026707,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,central,47840
2025-10,VF3TCFGXTU0026708,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,US-GA,southeast,47840
2025-10,VF3TSFAXTU0026709,TRN,2026,TRN-SU,2.5T 하이브리드,FWD,스노우 화이트,US-GA,south,59280
2025-10,VF3TCACXTU0026710,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,US-GA,south,47840
2025-10,VF3TPABXTU0026711,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,central,52000
2025-10,VF3TPAEXSU0026712,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,오션 블루,US-GA,northeast,52000
2025-10,VF3TPFGXTU0026713,TRN,2026,TRN-PR,3.5 가솔린,FWD,포레스트 그린,US-GA,south,52000
2025-10,VF3TSAFXTU0026714,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,선셋 레드,US-GA,central,59280
2025-10,VF3TPFCXTU0026715,TRN,2026,TRN-PR,3.5 가솔린,FWD,스틸 그레이,US-GA,central,52000
2025-10,VF3TCABXSU0026716,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,west,47840
2025-10,VF3TPAAXSU0026717,TRN,2025,TRN-PR,3.5 가솔린,AWD,스노우 화이트,US-GA,central,52000
2025-10,VF3TCFAXTU0026718,TRN,2026,TRN-CO,3.5 가솔린,FWD,스노우 화이트,US-GA,south,47840
2025-10,VF3TSAAXSU0026719,TRN,2025,TRN-SU,3.5 가솔린,AWD,스노우 화이트,US-GA,northeast,59280
2025-10,VF3TCADXTU0026720,TRN,2026,TRN-CO,3.5 가솔린,AWD,실버,US-GA,central,47840
2025-10,VF3TPAHXTU0026721,TRN,2026,TRN-PR,3.5 가솔린,AWD,샌드 베이지,US-GA,west,52000
2025-10,VF3TCFBXSU0026722,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,US-GA,west,47840
