prod_ym,vin,model_id,model_year,trim_id,engine,drivetrain,color,plant_id,dest_zone_id,msrp_usd
2026-04,VF3TCAGXTU0034907,TRN,2026,TRN-CO,3.5 가솔린,AWD,포레스트 그린,US-GA,south,47840
2026-04,VF3TPADXTU0034908,TRN,2026,TRN-PR,3.5 가솔린,AWD,실버,US-GA,northeast,52000
2026-04,VF3TCFBXTU0034909,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,US-GA,southeast,47840
2026-04,VF3TCAGXTU0034910,TRN,2026,TRN-CO,3.5 가솔린,AWD,포레스트 그린,US-GA,west,47840
2026-04,VF3TPAAXTU0034911,TRN,2026,TRN-PR,3.5 가솔린,AWD,스노우 화이트,US-GA,south,52000
2026-04,VF3TPACXTU0034912,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,US-GA,southeast,52000
2026-04,VF3TPABXTU0034913,TRN,2026,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,central,52000
2026-04,VF3TPAFXTU0034914,TRN,2026,TRN-PR,3.5 가솔린,AWD,선셋 레드,US-GA,south,52000
2026-04,VF3TSAEXTU0034915,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,오션 블루,US-GA,southeast,59280
2026-04,VF3TPFAXTU0034916,TRN,2026,TRN-PR,3.5 가솔린,FWD,스노우 화이트,US-GA,south,52000
2026-04,VF3TCABXTU0034917,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,central,47840
2026-04,VF3TPAGXTU0034918,TRN,2026,TRN-PR,3.5 가솔린,AWD,포레스트 그린,US-GA,south,52000
2026-04,VF3TSAAXTU0034919,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,스노우 화이트,US-GA,west,59280
2026-04,VF3TSABXTU0034920,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,west,59280
2026-04,VF3TCACXTU0034921,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,US-GA,west,47840
2026-04,VF3TCABXTU0034922,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,central,47840
2026-04,VF3TPADXTU0034923,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,실버,US-GA,central,52000
2026-04,VF3TPFEXTU0034924,TRN,2026,TRN-PR,3.5 가솔린,FWD,오션 블루,US-GA,south,52000
2026-04,VF3TCAAXTU0034925,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,US-GA,west,47840
2026-04,VF3TPAEXTU0034926,TRN,2026,TRN-PR,3.5 가솔린,AWD,오션 블루,US-GA,west,52000
2026-04,VF3TPABXTU0034927,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,west,52000
2026-04,VF3TPAFXTU0034928,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,US-GA,central,52000
2026-04,VF3TCFEXTU0034929,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,오션 블루,US-GA,south,47840
2026-04,VF3TCFAXTU0034930,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,US-GA,southeast,47840
2026-04,VF3TPAFXTU0034931,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,US-GA,south,52000
2026-04,VF3TPFCXTU0034932,TRN,2026,TRN-PR,3.5 가솔린,FWD,스틸 그레이,US-GA,west,52000
2026-04,VF3TPACXTU0034933,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,US-GA,central,52000
2026-04,VF3TCFAXTU0034934,TRN,2026,TRN-CO,3.5 가솔린,FWD,스노우 화이트,US-GA,west,47840
2026-04,VF3TCABXTU0034935,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,northeast,47840
2026-04,VF3TPAAXTU0034936,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,west,52000
