prod_ym,vin,model_id,model_year,trim_id,engine,drivetrain,color,plant_id,dest_zone_id,msrp_usd
2024-06,VF3TPABXRU0005933,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,central,52000
2024-06,VF3TCAFXRU0005934,TRN,2024,TRN-CO,3.5 가솔린,AWD,선셋 레드,US-GA,central,47840
2024-06,VF3TCAEXRU0005935,TRN,2024,TRN-CO,3.5 가솔린,AWD,오션 블루,US-GA,northeast,47840
2024-06,VF3TPFFXRU0005936,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,선셋 레드,US-GA,south,52000
2024-06,VF3TPAGXRU0005937,TRN,2024,TRN-PR,3.5 가솔린,AWD,포레스트 그린,US-GA,west,52000
2024-06,VF3TCADXRU0005938,TRN,2024,TRN-CO,3.5 가솔린,AWD,실버,US-GA,central,47840
2024-06,VF3TPABXRU0005939,TRN,2024,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,northeast,52000
2024-06,VF3TPABXRU0005940,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,south,52000
2024-06,VF3TSFBXRU0005941,TRN,2024,TRN-SU,2.5T 하이브리드,FWD,미드나잇 블랙,US-GA,south,59280
2024-06,VF3TCAAXRU0005942,TRN,2024,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,south,47840
2024-06,VF3TCFDXRU0005943,TRN,2024,TRN-CO,3.5 가솔린,FWD,실버,US-GA,south,47840
2024-06,VF3TPAHXRU0005944,TRN,2024,TRN-PR,3.5 가솔린,AWD,샌드 베이지,US-GA,west,52000
2024-06,VF3TSAEXRU0005945,TRN,2024,TRN-SU,3.5 가솔린,AWD,오션 블루,US-GA,northeast,59280
2024-06,VF3TPAAXRU0005946,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,southeast,52000
2024-06,VF3TCFHXRU0005947,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,US-GA,south,47840
2024-06,VF3TPAFXRU0005948,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,US-GA,central,52000
2024-06,VF3TPAAXRU0005949,TRN,2024,TRN-PR,3.5 가솔린,AWD,스노우 화이트,US-GA,west,52000
