prod_ym,vin,model_id,model_year,trim_id,engine,drivetrain,color,plant_id,dest_zone_id,msrp_usd
2025-01,VF3TSABXSU0014830,TRN,2025,TRN-SU,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,west,59280
2025-01,VF3TCFCXSU0014831,TRN,2025,TRN-CO,3.5 가솔린,FWD,스틸 그레이,US-GA,south,47840
2025-01,VF3TCADXSU0014832,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,US-GA,west,47840
2025-01,VF3TPAHXSU0014833,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,샌드 베이지,US-GA,northeast,52000
2025-01,VF3TPAAXSU0014834,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,west,52000
2025-01,VF3TPAAXSU0014835,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,northeast,52000
2025-01,VF3TCAEXSU0014836,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,오션 블루,US-GA,central,47840
2025-01,VF3TPAAXSU0014837,TRN,2025,TRN-PR,3.5 가솔린,AWD,스노우 화이트,US-GA,west,52000
2025-01,VF3TPACXSU0014838,TRN,2025,TRN-PR,3.5 가솔린,AWD,스틸 그레이,US-GA,west,52000
2025-01,VF3TPABXSU0014839,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,northeast,52000
2025-01,VF3TSFGXSU0014840,TRN,2025,TRN-SU,2.5T 하이브리드,FWD,포레스트 그린,US-GA,southeast,59280
2025-01,VF3TCAEXSU0014841,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,US-GA,central,47840
2025-01,VF3TPFBXSU0014842,TRN,2025,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,US-GA,south,52000
2025-01,VF3TCAAXSU0014843,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,US-GA,southeast,47840
2025-01,VF3TSADXSU0014844,TRN,2025,TRN-SU,2.5T 하이브리드,AWD,실버,US-GA,west,59280
2025-01,VF3TPACXSU0014845,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,US-GA,northeast,52000
2025-01,VF3TPABXSU0014846,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,southeast,52000
2025-01,VF3TPABXSU0014847,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,southeast,52000
2025-01,VF3TSAEXSU0014848,TRN,2025,TRN-SU,2.5T 하이브리드,AWD,오션 블루,US-GA,northeast,59280
2025-01,VF3TPAAXSU0014849,TRN,2025,TRN-PR,3.5 가솔린,AWD,스노우 화이트,US-GA,south,52000
2025-01,VF3TPADXSU0014850,TRN,2025,TRN-PR,3.5 가솔린,AWD,실버,US-GA,central,52000
2025-01,VF3TPAHXSU0014851,TRN,2025,TRN-PR,3.5 가솔린,AWD,샌드 베이지,US-GA,northeast,52000
2025-01,VF3TCAEXSU0014852,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,오션 블루,US-GA,central,47840
2025-01,VF3TPAHXSU0014853,TRN,2025,TRN-PR,3.5 가솔린,AWD,샌드 베이지,US-GA,southeast,52000
2025-01,VF3TCADXSU0014854,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,US-GA,south,47840
2025-01,VF3TSAGXSU0014855,TRN,2025,TRN-SU,2.5T 하이브리드,AWD,포레스트 그린,US-GA,central,59280
2025-01,VF3TSABXSU0014856,TRN,2025,TRN-SU,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,south,59280
2025-01,VF3TPAHXSU0014857,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,샌드 베이지,US-GA,southeast,52000
2025-01,VF3TCACXSU0014858,TRN,2025,TRN-CO,3.5 가솔린,AWD,스틸 그레이,US-GA,southeast,47840
2025-01,VF3TCFAXSU0014859,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,US-GA,south,47840
2025-01,VF3TCAAXSU0014860,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,south,47840
2025-01,VF3TPADXSU0014861,TRN,2025,TRN-PR,3.5 가솔린,AWD,실버,US-GA,west,52000
2025-01,VF3TSAEXSU0014862,TRN,2025,TRN-SU,3.5 가솔린,AWD,오션 블루,US-GA,northeast,59280
2025-01,VF3TPADXSU0014863,TRN,2025,TRN-PR,3.5 가솔린,AWD,실버,US-GA,west,52000
2025-01,VF3TCAEXSU0014864,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,US-GA,southeast,47840
2025-01,VF3TPAFXSU0014865,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,US-GA,southeast,52000
2025-01,VF3TCAAXSU0014866,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,west,47840
2025-01,VF3TPFGXSU0014867,TRN,2025,TRN-PR,3.5 가솔린,FWD,포레스트 그린,US-GA,southeast,52000
2025-01,VF3TCAAXSU0014868,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,south,47840
2025-01,VF3TPFBXSU0014869,TRN,2025,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,US-GA,south,52000
2025-01,VF3TSAAXSU0014870,TRN,2025,TRN-SU,3.5 가솔린,AWD,스노우 화이트,US-GA,west,59280
2025-01,VF3TCAHXSU0014871,TRN,2025,TRN-CO,3.5 가솔린,AWD,샌드 베이지,US-GA,southeast,47840
2025-01,VF3TCADXSU0014872,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,US-GA,central,47840
2025-01,VF3TCFEXSU0014873,TRN,2025,TRN-CO,3.5 가솔린,FWD,오션 블루,US-GA,south,47840
2025-01,VF3TPFEXSU0014874,TRN,2025,TRN-PR,2.5T 하이브리드,FWD,오션 블루,US-GA,southeast,52000
2025-01,VF3TCACXSU0014875,TRN,2025,TRN-CO,3.5 가솔린,AWD,스틸 그레이,US-GA,central,47840
2025-01,VF3TCFAXSU0014876,TRN,2025,TRN-CO,3.5 가솔린,FWD,스노우 화이트,US-GA,central,47840
2025-01,VF3TCAHXSU0014877,TRN,2025,TRN-CO,3.5 가솔린,AWD,샌드 베이지,US-GA,northeast,47840
2025-01,VF3TPFAXSU0014878,TRN,2025,TRN-PR,3.5 가솔린,FWD,스노우 화이트,US-GA,south,52000
2025-01,VF3TPAAXSU0014879,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,south,52000
2025-01,VF3TPACXSU0014880,TRN,2025,TRN-PR,3.5 가솔린,AWD,스틸 그레이,US-GA,northeast,52000
2025-01,VF3TPABXSU0014881,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,southeast,52000
2025-01,VF3TCFAXSU0014882,TRN,2025,TRN-CO,3.5 가솔린,FWD,스노우 화이트,US-GA,south,47840
2025-01,VF3TPFAXSU0014883,TRN,2025,TRN-PR,3.5 가솔린,FWD,스노우 화이트,US-GA,southeast,52000
2025-01,VF3TCFBXSU0014884,TRN,2025,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,US-GA,west,47840
2025-01,VF3TCABXSU0014885,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,northeast,47840
2025-01,VF3TPAEXSU0014886,TRN,2025,TRN-PR,3.5 가솔린,AWD,오션 블루,US-GA,northeast,52000
2025-01,VF3TCAHXSU0014887,TRN,2025,TRN-CO,3.5 가솔린,AWD,샌드 베이지,US-GA,west,47840
2025-01,VF3TPFCXSU0014888,TRN,2025,TRN-PR,2.5T 하이브리드,FWD,스틸 그레이,US-GA,southeast,52000
2025-01,VF3TCABXSU0014889,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,central,47840
2025-01,VF3TPAFXSU0014890,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,US-GA,south,52000
2025-01,VF3TSAEXSU0014891,TRN,2025,TRN-SU,3.5 가솔린,AWD,오션 블루,US-GA,northeast,59280
2025-01,VF3TCAFXSU0014892,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,US-GA,south,47840
2025-01,VF3TSADXSU0014893,TRN,2025,TRN-SU,2.5T 하이브리드,AWD,실버,US-GA,central,59280
2025-01,VF3TPAGXSU0014894,TRN,2025,TRN-PR,3.5 가솔린,AWD,포레스트 그린,US-GA,west,52000
2025-01,VF3TPABXSU0014895,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,southeast,52000
2025-01,VF3TPACXSU0014896,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,US-GA,southeast,52000
2025-01,VF3TCACXSU0014897,TRN,2025,TRN-CO,3.5 가솔린,AWD,스틸 그레이,US-GA,northeast,47840
2025-01,VF3TSAEXSU0014898,TRN,2025,TRN-SU,2.5T 하이브리드,AWD,오션 블루,US-GA,west,59280
2025-01,VF3TPAAXSU0014899,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,central,52000
