prod_ym,vin,model_id,model_year,trim_id,engine,drivetrain,color,plant_id,dest_zone_id,msrp_usd
2024-07,VF3TCAHXRU0007208,TRN,2024,TRN-CO,3.5 가솔린,AWD,샌드 베이지,US-GA,central,47840
2024-07,VF3TPACXRU0007209,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,US-GA,southeast,52000
2024-07,VF3TSACXRU0007210,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,스틸 그레이,US-GA,south,59280
2024-07,VF3TCABXRU0007211,TRN,2024,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,northeast,47840
2024-07,VF3TCAEXRU0007212,TRN,2024,TRN-CO,3.5 가솔린,AWD,오션 블루,US-GA,southeast,47840
2024-07,VF3TCFGXRU0007213,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,US-GA,west,47840
2024-07,VF3TCACXRU0007214,TRN,2024,TRN-CO,3.5 가솔린,AWD,스틸 그레이,US-GA,central,47840
2024-07,VF3TPADXRU0007215,TRN,2024,TRN-PR,3.5 가솔린,AWD,실버,US-GA,west,52000
2024-07,VF3TCFEXRU0007216,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,오션 블루,US-GA,west,47840
2024-07,VF3TSADXRU0007217,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,실버,US-GA,central,59280
2024-07,VF3TPFAXRU0007218,TRN,2024,TRN-PR,3.5 가솔린,FWD,스노우 화이트,US-GA,northeast,52000
2024-07,VF3TCAAXRU0007219,TRN,2024,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,central,47840
2024-07,VF3TCFEXRU0007220,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,오션 블루,US-GA,south,47840
2024-07,VF3TCABXRU0007221,TRN,2024,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,northeast,47840
2024-07,VF3TSFAXRU0007222,TRN,2024,TRN-SU,2.5T 하이브리드,FWD,스노우 화이트,US-GA,south,59280
2024-07,VF3TPFEXRU0007223,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,오션 블루,US-GA,south,52000
2024-07,VF3TPAAXRU0007224,TRN,2024,TRN-PR,3.5 가솔린,AWD,스노우 화이트,US-GA,west,52000
2024-07,VF3TCFCXRU0007225,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,US-GA,south,47840
2024-07,VF3TPAAXRU0007226,TRN,2024,TRN-PR,3.5 가솔린,AWD,스노우 화이트,US-GA,south,52000
2024-07,VF3TSADXRU0007227,TRN,2024,TRN-SU,3.5 가솔린,AWD,실버,US-GA,west,59280
2024-07,VF3TPFAXRU0007228,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,스노우 화이트,US-GA,southeast,52000
2024-07,VF3TCFAXRU0007229,TRN,2024,TRN-CO,3.5 가솔린,FWD,스노우 화이트,US-GA,southeast,47840
