prod_ym,vin,model_id,model_year,trim_id,engine,drivetrain,color,plant_id,dest_zone_id,msrp_usd
2025-09,VF3TPFBXTU0025479,TRN,2026,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,US-GA,west,52000
2025-09,VF3TCABXSU0025480,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,south,47840
2025-09,VF3TCAAXSU0025481,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,west,47840
2025-09,VF3TSABXTU0025482,TRN,2026,TRN-SU,3.5 가솔린,AWD,미드나잇 블랙,US-GA,west,59280
2025-09,VF3TCACXSU0025483,TRN,2025,TRN-CO,3.5 가솔린,AWD,스틸 그레이,US-GA,south,47840
2025-09,VF3TPAAXSU0025484,TRN,2025,TRN-PR,3.5 가솔린,AWD,스노우 화이트,US-GA,central,52000
2025-09,VF3TCACXTU0025485,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,US-GA,west,47840
2025-09,VF3TPAFXTU0025486,TRN,2026,TRN-PR,3.5 가솔린,AWD,선셋 레드,US-GA,west,52000
2025-09,VF3TCAAXSU0025487,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,US-GA,northeast,47840
2025-09,VF3TCFAXTU0025488,TRN,2026,TRN-CO,3.5 가솔린,FWD,스노우 화이트,US-GA,south,47840
2025-09,VF3TCFAXSU0025489,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,US-GA,west,47840
2025-09,VF3TCABXSU0025490,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,west,47840
2025-09,VF3TPAAXSU0025491,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,northeast,52000
2025-09,VF3TCAFXSU0025492,TRN,2025,TRN-CO,3.5 가솔린,AWD,선셋 레드,US-GA,northeast,47840
2025-09,VF3TCAAXSU0025493,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,northeast,47840
2025-09,VF3TCADXSU0025494,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,US-GA,northeast,47840
2025-09,VF3TSACXSU0025495,TRN,2025,TRN-SU,3.5 가솔린,AWD,스틸 그레이,US-GA,south,59280
2025-09,VF3TSACXTU0025496,TRN,2026,TRN-SU,3.5 가솔린,AWD,스틸 그레이,US-GA,central,59280
2025-09,VF3TPAAXSU0025497,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,northeast,52000
2025-09,VF3TCAFXSU0025498,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,US-GA,west,47840
2025-09,VF3TPACXTU0025499,TRN,2026,TRN-PR,3.5 가솔린,AWD,스틸 그레이,US-GA,west,52000
2025-09,VF3TPADXSU0025500,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,실버,US-GA,central,52000
2025-09,VF3TPAEXTU0025501,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,오션 블루,US-GA,south,52000
2025-09,VF3TPFCXTU0025502,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,스틸 그레이,US-GA,southeast,52000
2025-09,VF3TCAAXTU0025503,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,US-GA,northeast,47840
2025-09,VF3TSAAXTU0025504,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,스노우 화이트,US-GA,west,59280
2025-09,VF3TSAAXSU0025505,TRN,2025,TRN-SU,2.5T 하이브리드,AWD,스노우 화이트,US-GA,northeast,59280
2025-09,VF3TPFDXSU0025506,TRN,2025,TRN-PR,3.5 가솔린,FWD,실버,US-GA,south,52000
2025-09,VF3TSADXSU0025507,TRN,2025,TRN-SU,2.5T 하이브리드,AWD,실버,US-GA,southeast,59280
2025-09,VF3TCAEXSU0025508,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,US-GA,southeast,47840
2025-09,VF3TPFDXSU0025509,TRN,2025,TRN-PR,3.5 가솔린,FWD,실버,US-GA,southeast,52000
2025-09,VF3TPAGXTU0025510,TRN,2026,TRN-PR,3.5 가솔린,AWD,포레스트 그린,US-GA,northeast,52000
2025-09,VF3TCABXTU0025511,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,west,47840
2025-09,VF3TCAEXTU0025512,TRN,2026,TRN-CO,3.5 가솔린,AWD,오션 블루,US-GA,west,47840
2025-09,VF3TSAFXSU0025513,TRN,2025,TRN-SU,2.5T 하이브리드,AWD,선셋 레드,US-GA,central,59280
2025-09,VF3TCAAXSU0025514,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,south,47840
2025-09,VF3TSAAXSU0025515,TRN,2025,TRN-SU,2.5T 하이브리드,AWD,스노우 화이트,US-GA,west,59280
2025-09,VF3TSABXSU0025516,TRN,2025,TRN-SU,3.5 가솔린,AWD,미드나잇 블랙,US-GA,west,59280
2025-09,VF3TPABXTU0025517,TRN,2026,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,central,52000
2025-09,VF3TCFAXTU0025518,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,US-GA,west,47840
