prod_ym,vin,model_id,model_year,trim_id,engine,drivetrain,color,plant_id,dest_zone_id,msrp_usd
2025-12,VF3TPABXTU0029243,TRN,2026,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,west,52000
2025-12,VF3TPAAXTU0029244,TRN,2026,TRN-PR,3.5 가솔린,AWD,스노우 화이트,US-GA,central,52000
2025-12,VF3TPABXTU0029245,TRN,2026,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,central,52000
2025-12,VF3TCAAXTU0029246,TRN,2026,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,northeast,47840
2025-12,VF3TPFBXTU0029247,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,미드나잇 블랙,US-GA,south,52000
2025-12,VF3TCFDXTU0029248,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,실버,US-GA,southeast,47840
2025-12,VF3TCFEXTU0029249,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,오션 블루,US-GA,south,47840
2025-12,VF3TPACXTU0029250,TRN,2026,TRN-PR,3.5 가솔린,AWD,스틸 그레이,US-GA,west,52000
2025-12,VF3TSAEXTU0029251,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,오션 블루,US-GA,southeast,59280
2025-12,VF3TCAFXSU0029252,TRN,2025,TRN-CO,3.5 가솔린,AWD,선셋 레드,US-GA,central,47840
2025-12,VF3TPAAXTU0029253,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,southeast,52000
2025-12,VF3TCAAXSU0029254,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,US-GA,west,47840
2025-12,VF3TPFBXTU0029255,TRN,2026,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,US-GA,west,52000
2025-12,VF3TCAFXTU0029256,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,US-GA,northeast,47840
2025-12,VF3TCAAXTU0029257,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,US-GA,northeast,47840
2025-12,VF3TPACXTU0029258,TRN,2026,TRN-PR,3.5 가솔린,AWD,스틸 그레이,US-GA,southeast,52000
