prod_ym,vin,model_id,model_year,trim_id,engine,drivetrain,color,plant_id,dest_zone_id,msrp_usd
2024-10,VF3TPACXSU0011005,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,US-GA,southeast,52000
2024-10,VF3TCACXSU0011006,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,US-GA,west,47840
2024-10,VF3TPFAXRU0011007,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,스노우 화이트,US-GA,southeast,52000
2024-10,VF3TCFAXRU0011008,TRN,2024,TRN-CO,3.5 가솔린,FWD,스노우 화이트,US-GA,southeast,47840
2024-10,VF3TCABXSU0011009,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,central,47840
2024-10,VF3TSABXSU0011010,TRN,2025,TRN-SU,3.5 가솔린,AWD,미드나잇 블랙,US-GA,west,59280
2024-10,VF3TCAGXSU0011011,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,US-GA,west,47840
2024-10,VF3TPFAXSU0011012,TRN,2025,TRN-PR,3.5 가솔린,FWD,스노우 화이트,US-GA,central,52000
2024-10,VF3TSFHXRU0011013,TRN,2024,TRN-SU,3.5 가솔린,FWD,샌드 베이지,US-GA,west,59280
2024-10,VF3TPABXRU0011014,TRN,2024,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,southeast,52000
2024-10,VF3TPABXSU0011015,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,southeast,52000
2024-10,VF3TPAFXSU0011016,TRN,2025,TRN-PR,3.5 가솔린,AWD,선셋 레드,US-GA,west,52000
2024-10,VF3TPFEXSU0011017,TRN,2025,TRN-PR,2.5T 하이브리드,FWD,오션 블루,US-GA,northeast,52000
2024-10,VF3TPAAXSU0011018,TRN,2025,TRN-PR,3.5 가솔린,AWD,스노우 화이트,US-GA,west,52000
2024-10,VF3TSAAXRU0011019,TRN,2024,TRN-SU,3.5 가솔린,AWD,스노우 화이트,US-GA,central,59280
2024-10,VF3TCABXSU0011020,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,west,47840
2024-10,VF3TPAEXSU0011021,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,오션 블루,US-GA,central,52000
2024-10,VF3TCAEXRU0011022,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,오션 블루,US-GA,west,47840
2024-10,VF3TCAAXRU0011023,TRN,2024,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,central,47840
2024-10,VF3TPFAXRU0011024,TRN,2024,TRN-PR,3.5 가솔린,FWD,스노우 화이트,US-GA,south,52000
2024-10,VF3TCABXRU0011025,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,central,47840
2024-10,VF3TCACXRU0011026,TRN,2024,TRN-CO,3.5 가솔린,AWD,스틸 그레이,US-GA,west,47840
2024-10,VF3TCFGXSU0011027,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,US-GA,south,47840
2024-10,VF3TPAHXRU0011028,TRN,2024,TRN-PR,3.5 가솔린,AWD,샌드 베이지,US-GA,west,52000
2024-10,VF3TSAGXSU0011029,TRN,2025,TRN-SU,3.5 가솔린,AWD,포레스트 그린,US-GA,northeast,59280
2024-10,VF3TCAFXRU0011030,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,US-GA,northeast,47840
2024-10,VF3TCAHXSU0011031,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,US-GA,west,47840
2024-10,VF3TCFAXRU0011032,TRN,2024,TRN-CO,3.5 가솔린,FWD,스노우 화이트,US-GA,west,47840
2024-10,VF3TSFDXSU0011033,TRN,2025,TRN-SU,2.5T 하이브리드,FWD,실버,US-GA,southeast,59280
2024-10,VF3TPAEXSU0011034,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,오션 블루,US-GA,west,52000
2024-10,VF3TSFCXSU0011035,TRN,2025,TRN-SU,2.5T 하이브리드,FWD,스틸 그레이,US-GA,central,59280
2024-10,VF3TCFDXRU0011036,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,실버,US-GA,south,47840
2024-10,VF3TCAEXSU0011037,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,US-GA,west,47840
2024-10,VF3TPABXRU0011038,TRN,2024,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,west,52000
2024-10,VF3TPABXSU0011039,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,southeast,52000
2024-10,VF3TCFHXSU0011040,TRN,2025,TRN-CO,3.5 가솔린,FWD,샌드 베이지,US-GA,west,47840
2024-10,VF3TCAAXSU0011041,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,US-GA,northeast,47840
2024-10,VF3TCAHXSU0011042,TRN,2025,TRN-CO,3.5 가솔린,AWD,샌드 베이지,US-GA,central,47840
2024-10,VF3TCADXRU0011043,TRN,2024,TRN-CO,3.5 가솔린,AWD,실버,US-GA,southeast,47840
2024-10,VF3TPABXSU0011044,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,southeast,52000
2024-10,VF3TSFBXSU0011045,TRN,2025,TRN-SU,3.5 가솔린,FWD,미드나잇 블랙,US-GA,south,59280
2024-10,VF3TCACXRU0011046,TRN,2024,TRN-CO,3.5 가솔린,AWD,스틸 그레이,US-GA,central,47840
2024-10,VF3TCFDXSU0011047,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,실버,US-GA,southeast,47840
2024-10,VF3TCFAXRU0011048,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,US-GA,south,47840
2024-10,VF3TSABXSU0011049,TRN,2025,TRN-SU,3.5 가솔린,AWD,미드나잇 블랙,US-GA,south,59280
2024-10,VF3TCFCXRU0011050,TRN,2024,TRN-CO,3.5 가솔린,FWD,스틸 그레이,US-GA,south,47840
2024-10,VF3TPACXSU0011051,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,US-GA,northeast,52000
2024-10,VF3TPFDXSU0011052,TRN,2025,TRN-PR,3.5 가솔린,FWD,실버,US-GA,southeast,52000
2024-10,VF3TCADXRU0011053,TRN,2024,TRN-CO,3.5 가솔린,AWD,실버,US-GA,northeast,47840
2024-10,VF3TSFCXSU0011054,TRN,2025,TRN-SU,2.5T 하이브리드,FWD,스틸 그레이,US-GA,south,59280
2024-10,VF3TPFBXSU0011055,TRN,2025,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,US-GA,southeast,52000
2024-10,VF3TCACXSU0011056,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,US-GA,west,47840
2024-10,VF3TPAEXSU0011057,TRN,2025,TRN-PR,3.5 가솔린,AWD,오션 블루,US-GA,southeast,52000
2024-10,VF3TPABXSU0011058,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,northeast,52000
2024-10,VF3TPFAXSU0011059,TRN,2025,TRN-PR,2.5T 하이브리드,FWD,스노우 화이트,US-GA,southeast,52000
2024-10,VF3TCADXSU0011060,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,US-GA,southeast,47840
2024-10,VF3TCAHXRU0011061,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,US-GA,northeast,47840
2024-10,VF3TPFDXSU0011062,TRN,2025,TRN-PR,3.5 가솔린,FWD,실버,US-GA,southeast,52000
2024-10,VF3TCAAXSU0011063,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,northeast,47840
2024-10,VF3TSAGXRU0011064,TRN,2024,TRN-SU,3.5 가솔린,AWD,포레스트 그린,US-GA,central,59280
2024-10,VF3TCAAXSU0011065,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,south,47840
2024-10,VF3TPAHXRU0011066,TRN,2024,TRN-PR,3.5 가솔린,AWD,샌드 베이지,US-GA,west,52000
2024-10,VF3TCABXSU0011067,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,northeast,47840
2024-10,VF3TCAEXSU0011068,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,US-GA,central,47840
2024-10,VF3TCFAXSU0011069,TRN,2025,TRN-CO,3.5 가솔린,FWD,스노우 화이트,US-GA,southeast,47840
2024-10,VF3TPABXRU0011070,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,south,52000
2024-10,VF3TPACXRU0011071,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,US-GA,central,52000
