prod_ym,vin,model_id,model_year,trim_id,engine,drivetrain,color,plant_id,dest_zone_id,msrp_usd
2026-01,VF3TPACXTU0030904,TRN,2026,TRN-PR,3.5 가솔린,AWD,스틸 그레이,US-GA,southeast,52000
2026-01,VF3TSABXTU0030905,TRN,2026,TRN-SU,3.5 가솔린,AWD,미드나잇 블랙,US-GA,west,59280
2026-01,VF3TPFAXTU0030906,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,스노우 화이트,US-GA,central,52000
2026-01,VF3TCFCXTU0030907,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,US-GA,west,47840
2026-01,VF3TPAGXTU0030908,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,포레스트 그린,US-GA,northeast,52000
2026-01,VF3TPAAXTU0030909,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,west,52000
2026-01,VF3TPFBXTU0030910,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,미드나잇 블랙,US-GA,southeast,52000
2026-01,VF3TPFFXTU0030911,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,선셋 레드,US-GA,south,52000
2026-01,VF3TPAAXTU0030912,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,west,52000
2026-01,VF3TCAHXTU0030913,TRN,2026,TRN-CO,3.5 가솔린,AWD,샌드 베이지,US-GA,southeast,47840
2026-01,VF3TPAGXTU0030914,TRN,2026,TRN-PR,3.5 가솔린,AWD,포레스트 그린,US-GA,central,52000
2026-01,VF3TCFFXTU0030915,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,US-GA,south,47840
2026-01,VF3TPAAXTU0030916,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,west,52000
2026-01,VF3TSFGXTU0030917,TRN,2026,TRN-SU,3.5 가솔린,FWD,포레스트 그린,US-GA,west,59280
2026-01,VF3TPACXTU0030918,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,US-GA,southeast,52000
2026-01,VF3TCAHXTU0030919,TRN,2026,TRN-CO,3.5 가솔린,AWD,샌드 베이지,US-GA,central,47840
2026-01,VF3TPADXTU0030920,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,실버,US-GA,south,52000
2026-01,VF3TCFBXTU0030921,TRN,2026,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,US-GA,southeast,47840
2026-01,VF3TSABXTU0030922,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,미드나잇 블랙,US-GA,south,59280
2026-01,VF3TCAAXTU0030923,TRN,2026,TRN-CO,3.5 가솔린,AWD,스노우 화이트,US-GA,west,47840
