prod_ym,vin,model_id,model_year,trim_id,engine,drivetrain,color,plant_id,dest_zone_id,msrp_usd
2026-08,VF3TPAAXTU0040649,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,US-GA,southeast,52000
2026-08,VF3TCADXTU0040650,TRN,2026,TRN-CO,3.5 가솔린,AWD,실버,US-GA,west,47840
2026-08,VF3TPACXTU0040651,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,US-GA,southeast,52000
2026-08,VF3TPFCXTU0040652,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,스틸 그레이,US-GA,southeast,52000
2026-08,VF3TCACXTU0040653,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,US-GA,northeast,47840
2026-08,VF3TSABXTU0040654,TRN,2026,TRN-SU,3.5 가솔린,AWD,미드나잇 블랙,US-GA,central,59280
2026-08,VF3TSFHXVU0040655,TRN,2027,TRN-SU,2.5T 하이브리드,FWD,샌드 베이지,US-GA,south,59280
2026-08,VF3TPABXVU0040656,TRN,2027,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,central,52000
2026-08,VF3TSAFXTU0040657,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,선셋 레드,US-GA,central,59280
2026-08,VF3TPAEXTU0040658,TRN,2026,TRN-PR,3.5 가솔린,AWD,오션 블루,US-GA,southeast,52000
2026-08,VF3TCACXTU0040659,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,US-GA,central,47840
2026-08,VF3TPFEXTU0040660,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,오션 블루,US-GA,south,52000
2026-08,VF3TCABXTU0040661,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,US-GA,northeast,47840
2026-08,VF3TPFDXTU0040662,TRN,2026,TRN-PR,3.5 가솔린,FWD,실버,US-GA,south,52000
2026-08,VF3TPABXVU0040663,TRN,2027,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,US-GA,west,52000
