ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스노우 화이트,164,168,305672
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,130,133,241990
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스틸 그레이,110,112,203781
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,실버,89,91,165572
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,오션 블루,68,70,127363
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,선셋 레드,55,56,101891
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,포레스트 그린,34,35,63682
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,샌드 베이지,34,35,63682
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스노우 화이트,55,56,101891
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,43,44,80663
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스틸 그레이,37,37,67927
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,실버,30,30,55191
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,오션 블루,23,23,42454
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,선셋 레드,18,19,33964
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,포레스트 그린,11,12,21227
2024-06,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,샌드 베이지,11,12,21227
2024-06,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,85,86,157467
2024-06,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,67,68,124662
2024-06,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,56,58,104978
2024-06,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,실버,46,47,85295
2024-06,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,오션 블루,35,36,65611
