ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,스노우 화이트,118,120,229883
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,93,95,181991
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,스틸 그레이,79,80,153255
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,실버,64,65,124520
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,오션 블루,49,50,95785
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,선셋 레드,39,40,76628
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,포레스트 그린,25,25,47892
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,샌드 베이지,25,25,47892
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,스노우 화이트,39,40,76628
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,31,32,60664
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,스틸 그레이,26,27,51085
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,실버,21,22,41507
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,오션 블루,16,17,31928
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,선셋 레드,13,13,25543
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,포레스트 그린,8,8,15964
2027-02,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,샌드 베이지,8,8,15964
2027-02,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,144,147,280968
2027-02,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,114,116,222433
2027-02,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,96,98,187312
2027-02,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,실버,78,80,152191
2027-02,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,오션 블루,60,61,117070
2027-02,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,48,49,93656
