ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스노우 화이트,165,168,305996
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,131,133,242247
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스틸 그레이,110,112,203997
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,실버,89,91,165748
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,오션 블루,69,70,127498
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,선셋 레드,55,56,101999
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,포레스트 그린,34,35,63749
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,샌드 베이지,34,35,63749
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스노우 화이트,55,56,101999
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,44,44,80749
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스틸 그레이,37,37,67999
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,실버,30,30,55249
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,오션 블루,23,23,42499
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,선셋 레드,18,19,34000
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,포레스트 그린,11,12,21250
2024-04,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,샌드 베이지,11,12,21250
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,79,81,146661
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,63,64,116106
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,53,54,97774
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,실버,43,44,79441
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,오션 블루,33,34,61109
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,26,27,48887
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,16,17,30554
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,16,17,30554
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,26,27,48887
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,21,21,38702
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,18,18,32591
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,실버,14,15,26480
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,오션 블루,11,11,20370
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,9,9,16296
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,5,6,10185
2024-04,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,5,6,10185
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,스노우 화이트,191,195,426374
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,151,154,337546
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,스틸 그레이,127,130,284249
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,실버,103,106,230952
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,오션 블루,80,81,177656
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,선셋 레드,64,65,142125
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,포레스트 그린,40,41,88828
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,샌드 베이지,40,41,88828
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,스노우 화이트,64,65,142125
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,50,51,112515
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,스틸 그레이,42,43,94750
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,실버,34,35,76984
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,오션 블루,27,27,59219
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,선셋 레드,21,22,47375
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,포레스트 그린,13,14,29609
2024-04,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,샌드 베이지,13,14,29609
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,92,93,204357
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,72,74,161782
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,61,62,136238
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,실버,50,51,110693
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,오션 블루,38,39,85149
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,31,31,68119
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,포레스트 그린,19,19,42574
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,샌드 베이지,19,19,42574
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,스노우 화이트,31,31,68119
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,미드나잇 블랙,24,25,53927
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,스틸 그레이,20,21,45413
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,실버,17,17,36898
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,오션 블루,13,13,28383
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,선셋 레드,10,10,22706
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,포레스트 그린,6,6,14191
2024-04,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,샌드 베이지,6,6,14191
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,스노우 화이트,78,80,226016
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,미드나잇 블랙,62,63,178929
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,스틸 그레이,52,53,150677
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,실버,42,43,122425
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,오션 블루,33,33,94173
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,선셋 레드,26,27,75339
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,포레스트 그린,16,17,47087
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,샌드 베이지,16,17,47087
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,스노우 화이트,26,27,75339
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,미드나잇 블랙,21,21,59643
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,스틸 그레이,17,18,50226
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,실버,14,14,40808
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,오션 블루,11,11,31391
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,선셋 레드,9,9,25113
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,포레스트 그린,5,6,15696
2024-04,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,샌드 베이지,5,6,15696
2024-04,west,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,스노우 화이트,37,38,108327
2024-04,west,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,미드나잇 블랙,30,30,85759
2024-04,west,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,스틸 그레이,25,25,72218
2024-04,west,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,실버,20,21,58677
