ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스노우 화이트,90,92,166769
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,71,73,132025
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스틸 그레이,60,61,111179
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,실버,49,50,90333
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,오션 블루,38,38,69487
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,선셋 레드,30,31,55590
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,포레스트 그린,19,19,34744
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,샌드 베이지,19,19,34744
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스노우 화이트,30,31,55590
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,24,24,44008
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스틸 그레이,20,20,37060
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,실버,16,17,30111
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,오션 블루,13,13,23162
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,선셋 레드,10,10,18530
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,포레스트 그린,6,6,11581
2024-09,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,샌드 베이지,6,6,11581
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,52,53,95446
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,41,42,75562
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,34,35,63631
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,실버,28,29,51700
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,오션 블루,22,22,39769
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,17,18,31815
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,11,11,19885
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,11,11,19885
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,17,18,31815
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,14,14,25187
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,11,12,21210
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,실버,9,10,17233
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,오션 블루,7,7,13256
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,6,6,10605
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,4,4,6628
2024-09,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,4,4,6628
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,스노우 화이트,105,107,232535
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,83,84,184090
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,스틸 그레이,70,71,155023
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,실버,57,58,125956
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,오션 블루,44,44,96890
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,선셋 레드,35,36,77512
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,포레스트 그린,22,22,48445
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,샌드 베이지,22,22,48445
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,스노우 화이트,35,36,77512
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,28,28,61363
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,스틸 그레이,23,24,51674
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,실버,19,19,41985
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,오션 블루,15,15,32297
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,선셋 레드,12,12,25837
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,포레스트 그린,7,7,16148
2024-09,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,샌드 베이지,7,7,16148
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,60,61,133086
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,47,48,105360
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,40,41,88724
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,실버,32,33,72088
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,오션 블루,25,25,55452
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,20,20,44362
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,포레스트 그린,12,13,27726
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,샌드 베이지,12,13,27726
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,스노우 화이트,20,20,44362
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,미드나잇 블랙,16,16,35120
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,스틸 그레이,13,14,29575
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,실버,11,11,24029
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,오션 블루,8,8,18484
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,선셋 레드,7,7,14787
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,포레스트 그린,4,4,9242
2024-09,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,샌드 베이지,4,4,9242
2024-09,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,스노우 화이트,43,44,123359
