ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,140,143,263823
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,111,113,208860
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스틸 그레이,93,95,175882
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,76,77,142904
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,58,59,109926
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,선셋 레드,47,48,87941
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,포레스트 그린,29,30,54963
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,샌드 베이지,29,30,54963
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스노우 화이트,47,48,87941
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,37,38,69620
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스틸 그레이,31,32,58627
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,실버,25,26,47635
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,오션 블루,19,20,36642
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,선셋 레드,16,16,29314
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,포레스트 그린,10,10,18321
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,샌드 베이지,10,10,18321
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,112,114,210679
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,88,90,166788
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,74,76,140453
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,실버,60,62,114118
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,오션 블루,46,47,87783
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,37,38,70226
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,23,24,43891
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,23,24,43891
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,37,38,70226
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,29,30,55596
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,25,25,46818
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,실버,20,21,38039
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,오션 블루,15,16,29261
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,12,13,23409
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,8,8,14630
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,8,8,14630
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스노우 화이트,162,165,366532
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,128,131,290171
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스틸 그레이,108,110,244354
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,실버,88,89,198538
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,오션 블루,67,69,152722
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,선셋 레드,54,55,122177
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,포레스트 그린,34,34,76361
