ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,스노우 화이트,129,131,252888
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,102,104,200203
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,스틸 그레이,86,87,168592
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,실버,70,71,136981
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,오션 블루,54,55,105370
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,선셋 레드,43,44,84296
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,포레스트 그린,27,27,52685
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,샌드 베이지,27,27,52685
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,스노우 화이트,43,44,84296
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,34,35,66734
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,스틸 그레이,29,29,56197
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,실버,23,24,45660
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,오션 블루,18,18,35123
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,선셋 레드,14,15,28099
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,포레스트 그린,9,9,17562
2027-04,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,샌드 베이지,9,9,17562
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,157,160,309085
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,124,127,244692
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,105,107,206057
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,실버,85,87,167421
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,오션 블루,65,67,128785
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,52,53,103028
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,33,33,64393
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,33,33,64393
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,52,53,103028
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,41,42,81564
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,35,36,68686
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,실버,28,29,55807
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,오션 블루,22,22,42928
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,17,18,34343
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,11,11,21464
2027-04,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,11,11,21464
2027-04,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,스노우 화이트,149,152,348971
2027-04,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,118,120,276268
2027-04,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,스틸 그레이,99,101,232647
2027-04,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,실버,81,82,189026
2027-04,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,오션 블루,62,63,145404
2027-04,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,선셋 레드,50,51,116324
2027-04,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,포레스트 그린,31,32,72702
2027-04,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,샌드 베이지,31,32,72702
2027-04,west,TRN,2027,TRN-PR,3.5 가솔린,FWD,스노우 화이트,50,51,116324
2027-04,west,TRN,2027,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,39,40,92089
2027-04,west,TRN,2027,TRN-PR,3.5 가솔린,FWD,스틸 그레이,33,34,77549
2027-04,west,TRN,2027,TRN-PR,3.5 가솔린,FWD,실버,27,27,63009
