ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스노우 화이트,123,125,233089
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,97,99,184529
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,82,83,155393
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,실버,66,68,126257
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,오션 블루,51,52,97121
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,선셋 레드,41,42,77696
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,포레스트 그린,26,26,48560
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,샌드 베이지,26,26,48560
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스노우 화이트,41,42,77696
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,32,33,61510
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스틸 그레이,27,28,51798
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,실버,22,23,42086
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,오션 블루,17,17,32374
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,선셋 레드,14,14,25899
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,포레스트 그린,9,9,16187
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,샌드 베이지,9,9,16187
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,119,121,225748
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,94,96,178717
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,79,81,150499
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,실버,64,66,122280
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,오션 블루,49,50,94062
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,40,40,75249
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,25,25,47031
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,25,25,47031
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,40,40,75249
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,31,32,59572
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,26,27,50166
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,실버,21,22,40760
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,오션 블루,16,17,31354
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,13,13,25083
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,8,8,15677
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,8,8,15677
2026-01,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,스노우 화이트,142,145,323456
2026-01,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,112,115,256069
2026-01,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,스틸 그레이,95,97,215637
2026-01,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,실버,77,78,175205
2026-01,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,오션 블루,59,60,134773
