ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,139,142,259933
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,110,112,205780
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스틸 그레이,93,95,173289
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,75,77,140797
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,58,59,108305
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,선셋 레드,46,47,86644
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,포레스트 그린,29,30,54153
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,샌드 베이지,29,30,54153
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스노우 화이트,46,47,86644
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,37,37,68593
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스틸 그레이,31,32,57763
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,실버,25,26,46932
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,오션 블루,19,20,36102
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,선셋 레드,15,16,28881
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,포레스트 그린,10,10,18051
2025-01,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,샌드 베이지,10,10,18051
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,91,93,170420
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,72,74,134916
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,61,62,113613
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,실버,49,50,92311
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,오션 블루,38,39,71008
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,30,31,56807
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,19,19,35504
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,19,19,35504
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,30,31,56807
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,24,25,44972
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,20,21,37871
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,실버,16,17,30770
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,오션 블루,13,13,23669
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,10,10,18936
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,6,6,11835
2025-01,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,6,6,11835
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스노우 화이트,161,164,361771
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,128,130,286402
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스틸 그레이,107,110,241181
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,실버,87,89,195959
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,오션 블루,67,68,150738
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,선셋 레드,54,55,120590
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,포레스트 그린,34,34,75369
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,샌드 베이지,34,34,75369
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,스노우 화이트,54,55,120590
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,43,43,95467
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,스틸 그레이,36,37,80394
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,실버,29,30,65320
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,오션 블루,22,23,50246
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,선셋 레드,18,18,40197
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,포레스트 그린,11,11,25123
2025-01,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,샌드 베이지,11,11,25123
2025-01,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,106,108,237188
2025-01,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,84,85,187774
2025-01,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,70,72,158125
2025-01,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,실버,57,58,128477
2025-01,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,오션 블루,44,45,98828
2025-01,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,35,36,79063
2025-01,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,포레스트 그린,22,22,49414
2025-01,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,샌드 베이지,22,22,49414
2025-01,west,TRN,2025,TRN-PR,2.5T 하이브리드,FWD,스노우 화이트,35,36,79063
