ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,46,47,86283
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,36,37,68307
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스틸 그레이,31,31,57522
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,25,25,46736
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,19,19,35951
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,선셋 레드,15,16,28761
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,포레스트 그린,10,10,17976
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,샌드 베이지,10,10,17976
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스노우 화이트,15,16,28761
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,12,12,22769
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스틸 그레이,10,10,19174
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,실버,8,8,15579
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,오션 블루,6,6,11984
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,선셋 레드,5,5,9587
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,포레스트 그린,3,3,5992
2025-10,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,샌드 베이지,3,3,5992
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,40,41,75903
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,32,33,60090
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,27,27,50602
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,실버,22,22,41114
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,오션 블루,17,17,31626
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,13,14,25301
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,8,9,15813
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,8,9,15813
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,13,14,25301
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,11,11,20030
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,9,9,16867
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,실버,7,7,13705
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,오션 블루,6,6,10542
2025-10,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,4,5,8434
