ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스노우 화이트,155,158,284566
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,123,125,225282
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스틸 그레이,103,105,189711
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,실버,84,86,154140
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,오션 블루,65,66,118569
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,선셋 레드,52,53,94855
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,포레스트 그린,32,33,59285
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,샌드 베이지,32,33,59285
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스노우 화이트,52,53,94855
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,41,42,75094
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스틸 그레이,34,35,63237
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,실버,28,29,51380
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,오션 블루,22,22,39523
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,선셋 레드,17,18,31618
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,포레스트 그린,11,11,19762
2024-02,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,샌드 베이지,11,11,19762
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,69,70,126657
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,55,56,100270
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,46,47,84438
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,실버,37,38,68606
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,오션 블루,29,29,52774
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,23,23,42219
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,14,15,26387
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,14,15,26387
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,23,23,42219
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,18,19,33423
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,15,16,28146
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,실버,12,13,22869
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,오션 블루,10,10,17591
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,8,8,14073
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,5,5,8796
2024-02,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,5,5,8796
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,스노우 화이트,180,183,397245
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,142,145,314485
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,스틸 그레이,120,122,264830
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,실버,97,99,215174
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,오션 블루,75,76,165519
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,선셋 레드,60,61,132415
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,포레스트 그린,37,38,82759
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,샌드 베이지,37,38,82759
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,스노우 화이트,60,61,132415
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,47,48,104828
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,스틸 그레이,40,41,88277
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,실버,32,33,71725
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,오션 블루,25,25,55173
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,선셋 레드,20,20,44138
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,포레스트 그린,12,13,27586
2024-02,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,샌드 베이지,12,13,27586
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,80,82,176808
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,63,65,139973
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,53,54,117872
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,실버,43,44,95771
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,오션 블루,33,34,73670
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,27,27,58936
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,포레스트 그린,17,17,36835
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,샌드 베이지,17,17,36835
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,스노우 화이트,27,27,58936
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,미드나잇 블랙,21,22,46658
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,스틸 그레이,18,18,39291
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,실버,14,15,31924
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,오션 블루,11,11,24557
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,선셋 레드,9,9,19645
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,포레스트 그린,6,6,12278
2024-02,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,샌드 베이지,6,6,12278
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,스노우 화이트,73,75,211010
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,미드나잇 블랙,58,59,167049
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,스틸 그레이,49,50,140673
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,실버,40,41,114297
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,오션 블루,31,31,87921
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,선셋 레드,24,25,70337
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,포레스트 그린,15,16,43960
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,AWD,샌드 베이지,15,16,43960
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,스노우 화이트,24,25,70337
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,미드나잇 블랙,19,20,55683
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,스틸 그레이,16,17,46891
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,실버,13,14,38099
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,오션 블루,10,10,29307
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,선셋 레드,8,8,23446
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,포레스트 그린,5,5,14653
2024-02,west,TRN,2024,TRN-SU,3.5 가솔린,FWD,샌드 베이지,5,5,14653
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,스노우 화이트,33,33,93918
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,미드나잇 블랙,26,26,74351
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,스틸 그레이,22,22,62612
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,실버,18,18,50872
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,오션 블루,14,14,39132
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,선셋 레드,11,11,31306
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,포레스트 그린,7,7,19566
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,AWD,샌드 베이지,7,7,19566
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,FWD,스노우 화이트,11,11,31306
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,FWD,미드나잇 블랙,9,9,24784
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,FWD,스틸 그레이,7,7,20871
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,FWD,실버,6,6,16957
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,FWD,오션 블루,5,5,13044
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,FWD,선셋 레드,4,4,10435
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,FWD,포레스트 그린,2,2,6522
2024-02,west,TRN,2024,TRN-SU,2.5T 하이브리드,FWD,샌드 베이지,2,2,6522
2024-02,central,TRN,2024,TRN-CO,3.5 가솔린,AWD,스노우 화이트,117,119,213972
2024-02,central,TRN,2024,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,92,94,169395
2024-02,central,TRN,2024,TRN-CO,3.5 가솔린,AWD,스틸 그레이,78,79,142648
2024-02,central,TRN,2024,TRN-CO,3.5 가솔린,AWD,실버,63,64,115902
