ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스노우 화이트,121,124,232675
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,96,98,184201
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,81,82,155117
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,실버,66,67,126032
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,오션 블루,50,51,96948
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,선셋 레드,40,41,77558
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,포레스트 그린,25,26,48474
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,샌드 베이지,25,26,48474
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스노우 화이트,40,41,77558
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,32,33,61400
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스틸 그레이,27,27,51706
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,실버,22,22,42011
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,오션 블루,17,17,32316
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,선셋 레드,13,14,25853
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,포레스트 그린,8,9,16158
2026-07,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,샌드 베이지,8,9,16158
2026-07,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,142,145,273140
2026-07,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,113,115,216236
2026-07,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,95,97,182093
2026-07,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,실버,77,79,147951
2026-07,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,오션 블루,59,60,113808
2026-07,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,47,48,91047
2026-07,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,30,30,56904
