ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스노우 화이트,41,41,77803
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,32,33,61594
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,27,28,51869
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,실버,22,22,42143
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,오션 블루,17,17,32418
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,선셋 레드,14,14,25934
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,포레스트 그린,8,9,16209
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,샌드 베이지,8,9,16209
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스노우 화이트,14,14,25934
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,11,11,20531
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스틸 그레이,9,9,17290
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,실버,7,7,14048
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,오션 블루,6,6,10806
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,선셋 레드,5,5,8645
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,포레스트 그린,3,3,5403
2026-10,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,샌드 베이지,3,3,5403
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,50,51,95093
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,39,40,75282
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,33,34,63395
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,실버,27,27,51509
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,오션 블루,21,21,39622
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,17,17,31698
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,10,11,19811
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,10,11,19811
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,17,17,31698
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,13,13,25094
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,11,11,21132
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,실버,9,9,17170
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,오션 블루,7,7,13207
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,6,6,10566
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,3,4,6604
2026-10,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,3,4,6604
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,스노우 화이트,47,48,107827
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,37,38,85363
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,스틸 그레이,31,32,71884
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,실버,25,26,58406
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,오션 블루,20,20,44928
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,선셋 레드,16,16,35942
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,포레스트 그린,10,10,22464
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,샌드 베이지,10,10,22464
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,스노우 화이트,16,16,35942
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,12,13,28454
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,스틸 그레이,10,11,23961
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,실버,8,9,19469
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,오션 블루,7,7,14976
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,선셋 레드,5,5,11981
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,포레스트 그린,3,3,7488
2026-10,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,샌드 베이지,3,3,7488
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,57,59,131788
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,45,46,104332
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,38,39,87859
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,실버,31,32,71385
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,오션 블루,24,24,54912
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,19,20,43929
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,포레스트 그린,12,12,27456
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,샌드 베이지,12,12,27456
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,스노우 화이트,19,20,43929
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,미드나잇 블랙,15,15,34777
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,스틸 그레이,13,13,29286
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,실버,10,11,23795
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,오션 블루,8,8,18304
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,선셋 레드,6,7,14643
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,포레스트 그린,4,4,9152
2026-10,west,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,샌드 베이지,4,4,9152
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,AWD,스노우 화이트,19,20,56810
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,AWD,미드나잇 블랙,15,16,44975
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,AWD,스틸 그레이,13,13,37874
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,AWD,실버,10,11,30772
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,AWD,오션 블루,8,8,23671
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,AWD,선셋 레드,6,7,18937
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,AWD,포레스트 그린,4,4,11835
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,AWD,샌드 베이지,4,4,11835
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,FWD,스노우 화이트,6,7,18937
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,FWD,미드나잇 블랙,5,5,14992
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,FWD,스틸 그레이,4,4,12625
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,FWD,실버,3,4,10257
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,FWD,오션 블루,3,3,7890
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,FWD,선셋 레드,2,2,6312
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,FWD,포레스트 그린,1,1,3945
2026-10,west,TRN,2026,TRN-SU,3.5 가솔린,FWD,샌드 베이지,1,1,3945
2026-10,west,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,스노우 화이트,24,24,69435
2026-10,west,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,미드나잇 블랙,19,19,54969
2026-10,west,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,스틸 그레이,16,16,46290
2026-10,west,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,실버,13,13,37611
2026-10,west,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,오션 블루,10,10,28931
2026-10,west,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,선셋 레드,8,8,23145
2026-10,west,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,포레스트 그린,5,5,14466
2026-10,west,TRN,2026,TRN-SU,2.5T 하이브리드,AWD,샌드 베이지,5,5,14466
2026-10,west,TRN,2026,TRN-SU,2.5T 하이브리드,FWD,스노우 화이트,8,8,23145
