ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,스노우 화이트,123,125,244954
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,97,99,193922
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,스틸 그레이,82,83,163303
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,실버,66,68,132684
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,오션 블루,51,52,102064
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,선셋 레드,41,42,81651
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,포레스트 그린,26,26,51032
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,AWD,샌드 베이지,26,26,51032
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,스노우 화이트,41,42,81651
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,32,33,64641
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,스틸 그레이,27,28,54434
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,실버,22,23,44228
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,오션 블루,17,17,34021
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,선셋 레드,14,14,27217
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,포레스트 그린,9,9,17011
2027-08,west,TRN,2027,TRN-CO,3.5 가솔린,FWD,샌드 베이지,9,9,17011
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,150,153,299388
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,119,121,237016
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,100,102,199592
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,실버,81,83,162169
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,오션 블루,62,64,124745
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,50,51,99796
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,31,32,62373
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,31,32,62373
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,50,51,99796
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,40,40,79005
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,33,34,66531
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,실버,27,28,54056
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,오션 블루,21,21,41582
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,17,17,33265
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,10,11,20791
2027-08,west,TRN,2027,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,10,11,20791
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,스노우 화이트,142,145,337206
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,112,115,266955
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,스틸 그레이,95,97,224804
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,실버,77,78,182653
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,오션 블루,59,60,140502
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,선셋 레드,47,48,112402
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,포레스트 그린,30,30,70251
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,AWD,샌드 베이지,30,30,70251
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,FWD,스노우 화이트,47,48,112402
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,37,38,88985
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,FWD,스틸 그레이,32,32,74935
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,FWD,실버,26,26,60884
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,FWD,오션 블루,20,20,46834
2027-08,west,TRN,2027,TRN-PR,3.5 가솔린,FWD,선셋 레드,16,16,37467
